,,,,Overall,,,,,,,PP,,SH,,Defense,
David Warsofsky,FA,D,22,1,1,2,-9,2,40,0,1,1,0,0,5,23
Derek Forbort,BOS,D,14,1,1,2,-1,17,14,0,0,0,0,0,9,7
Michael Chaput,FA,C,8,1,1,2,3,5,10,0,0,0,0,0,13,3
Freddie Hamilton,FA,C,4,1,1,2,1,0,7,0,0,0,1,0,8,2
Anthony Bitetto,FLA,D,28,1,5,6,0,19,19,0,0,0,0,0,62,41
Anton Lander,FA,C,61,1,2,3,-9,18,54,0,0,0,0,0,58,19
Mark Borowiecki,NSH,D,63,1,1,2,-4,107,27,0,0,0,0,0,271,99
Tanner Kero,DAL,LW,17,1,2,3,-2,2,26,0,0,0,0,0,19,10
Evan Rodrigues,COL,C,2,1,1,2,2,0,8,0,0,0,0,0,3,0
Frank Corrado,FA,D,39,1,5,6,-12,26,46,0,0,1,0,0,46,37
Blake Pietila,FA,LW,7,1,1,2,0,2,10,0,0,0,0,0,19,3
Darren Dietz,FA,D,13,1,4,5,-1,13,13,0,0,0,0,0,38,14
Philip Varone,FA,C,6,1,2,3,2,2,2,0,0,0,0,0,4,6
Brandon Manning,FA,D,56,1,6,7,2,66,67,1,0,0,0,0,94,57
Greg Pateryn,FA,D,38,1,6,7,-8,49,32,0,0,0,0,0,100,52
Paul Carey,FA,RW,4,1,0,1,0,0,5,0,0,0,0,0,6,1
Matt Tennyson,FA,D,30,1,3,4,1,0,23,0,1,0,0,0,23,18
Brendan Gaunce,CLS,C,20,1,0,1,-9,2,34,0,0,0,0,0,34,3
Joe Morrow,FA,D,33,1,6,7,-7,4,44,0,0,2,0,0,28,35
Scott Mayfield,NYI,D,6,1,0,1,-4,11,4,0,0,0,0,0,12,15
Adam Clendening,FA,D,29,1,6,7,6,20,43,0,0,0,0,0,19,34
Michael Mersch,FA,LW,17,1,2,3,1,0,23,0,0,0,0,0,26,10
Mike Reilly,BOS,D,29,1,6,7,-4,8,27,0,0,2,0,0,3,23
Alan Quine,FA,C,2,1,0,1,0,0,5,0,0,0,1,0,3,3
Joel Edmundson,MON,D,67,1,8,9,0,63,90,0,0,0,0,0,165,62
Lucas Lessio,FA,LW,12,1,1,2,1,2,14,1,0,0,0,0,24,5
Ben Hutton,VGK,D,75,1,24,25,-21,14,104,0,0,7,0,0,42,100
Connor Brown,WAS,RW,7,1,5,6,-2,0,11,0,1,3,0,1,1,2
Josh Anderson,MON,RW,12,1,3,4,0,2,11,0,0,0,0,0,40,4
Brendan Leipsic,FA,LW,6,1,2,3,-1,2,11,1,0,1,0,0,12,6
Patrick Sieloff,FA,D,1,1,0,1,1,2,1,1,0,0,0,0,3,2
Stefan Matteau,FA,RW,32,1,1,2,-13,17,27,0,0,0,0,0,67,7
Oskar Sundqvist,DET,C,18,1,3,4,0,4,13,1,0,0,1,0,18,5
Damon Severson,NJ,D,72,1,20,21,-8,32,94,0,0,5,0,0,66,41
Tim Schaller,FA,C,17,1,2,3,3,2,18,1,0,0,1,0,13,9
Buddy Robinson,CHI,RW,3,1,1,2,2,4,5,1,0,0,0,0,11,1
Jayson Megna,ANH,LW,6,1,1,2,-1,2,9,0,0,0,0,0,6,1
Kevin Fiala,LA,LW,5,1,0,1,0,0,11,0,0,0,0,0,2,2
Nikolay Goldobin,FA,RW,9,1,1,2,1,0,7,0,0,0,0,0,0,1
Jiri Sekac,FA,RW,39,1,5,6,-5,16,49,0,1,1,0,0,50,18
Nikita Tryamkin,VAN,D,13,1,1,2,-3,10,11,0,0,0,0,0,31,23
Tyler Gaudet,FA,C,14,1,2,3,-2,0,6,0,0,0,0,0,23,4
Patrick Brown,PHI,C,7,1,1,2,4,4,8,0,0,0,0,0,11,6
Hudson Fasching,NYI,RW,7,1,1,2,2,4,9,0,0,0,0,0,8,1
Laurent Dauphin,ARI,C,8,1,0,1,0,4,7,0,0,0,0,0,6,7
Jason Dickinson,CHI,C,1,1,0,1,1,0,2,0,0,0,0,0,0,1
Chris Bigras,PIT,D,31,1,2,3,-2,16,21,0,0,0,0,0,17,17
Michael McCarron,NSH,C,20,1,1,2,-10,37,41,0,0,0,0,0,49,8
Frederik Gauthier,FA,C,7,0,1,1,-5,0,3,0,0,0,0,1,10,7
Emile Poirier,FA,LW,2,0,0,0,-1,2,3,0,0,0,0,0,4,1
Jacob De La Rose,FA,C,22,0,1,1,-6,6,20,0,0,0,0,0,39,19
Ryan Hartman,MIN,RW,3,0,1,1,-1,0,3,0,0,0,0,0,5,3
Steve Santini,STL,D,1,0,0,0,2,2,1,0,0,0,0,0,0,2
Gustav Olofsson,SEA,D,2,0,0,0,0,0,1,0,0,0,0,0,2,0
Justin Bailey,FA,RW,8,0,0,0,-2,2,22,0,0,0,0,0,8,6
Joel Vermin,FA,RW,6,0,1,1,1,0,1,0,0,0,0,0,6,2
Ronalds Kenins,FA,C,8,0,0,0,-1,6,6,0,0,0,0,0,19,2
Ben Harpur,NYR,D,5,0,1,1,1,2,3,0,0,0,0,0,9,7
Sergey Tolchinsky,FA,LW,2,0,1,1,1,0,1,0,0,0,0,0,1,0
Ross Johnston,NYI,LW,1,0,0,0,0,4,0,0,0,0,0,0,6,0
Barclay Goodrow,NYR,LW,14,0,3,3,1,16,7,0,0,0,0,1,8,4
Tobias Lindberg,FA,LW,6,0,2,2,0,4,12,0,0,0,0,0,10,1
J.C. Lipon,FA,RW,9,0,1,1,0,5,4,0,0,0,0,0,29,2
Miles Wood,NJ,LW,1,0,0,0,0,0,2,0,0,0,0,0,1,0
Kurtis Gabriel,FA,RW,3,0,0,0,1,10,1,0,0,0,0,0,4,0
Anton Slepyshev,FA,LW,11,0,1,1,-5,2,5,0,0,0,0,0,13,1
Michael Keranen,FA,LW,1,0,0,0,-1,0,0,0,0,0,0,0,1,0
Garnet Hathaway,WAS,RW,14,0,3,3,-1,31,11,0,0,0,0,1,50,17
Borna Rendulic,FA,RW,3,0,0,0,-2,0,1,0,0,0,0,0,1,3
Joel Hanley,DAL,D,10,0,6,6,0,0,10,0,0,0,0,0,6,19
Mike Zalewski,FA,LW,3,0,1,1,1,2,2,0,0,0,0,0,7,0
Ryan Carpenter,NYR,C,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Jordan Oesterle,DET,D,17,0,5,5,1,0,24,0,0,0,0,0,11,26
Christian Folin,FA,D,26,0,4,4,-1,11,14,0,0,0,0,0,38,30
Nic Dowd,WAS,C,5,0,0,0,1,2,3,0,0,0,0,0,6,0
Rinat Valiev,FA,D,10,0,0,0,0,0,7,0,0,0,0,0,9,4
Brett Lernout,FA,D,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Chase De Leo,ANH,C,2,0,0,0,1,0,2,0,0,0,0,0,3,0
Sonny Milano,WAS,LW,3,0,1,1,1,0,2,0,0,0,0,0,4,2
Tomas Nosek,BOS,LW,6,0,0,0,-2,2,2,0,0,0,0,0,6,0
Vinnie Hinostroza,BUF,RW,7,0,0,0,-1,6,6,0,0,0,0,0,2,2
Petteri Lindbohm,FLA,D,10,0,0,0,-4,7,9,0,0,0,0,0,14,11
Viktor Loov,FA,D,4,0,2,2,4,0,1,0,0,0,0,0,8,1
Luke Witkowski,STL,D,4,0,0,0,0,4,1,0,0,0,0,0,8,1
Curtis McKenzie,FA,LW,3,0,0,0,-1,0,3,0,0,0,0,0,4,1
Chad Ruhwedel,PIT,D,1,0,0,0,0,2,1,0,0,0,0,0,3,2
Andrew Miller,FA,RW,6,0,0,0,-1,0,3,0,0,0,0,0,4,0
Seth Helgeson,FA,D,19,0,1,1,-5,17,9,0,0,0,0,0,46,23
Nikita Zadorov,CGY,D,22,0,2,2,-5,12,18,0,0,0,0,0,53,16
Mirco Mueller,FA,D,11,0,0,0,-4,7,8,0,0,0,0,0,2,3
Josh Morrissey,WPG,D,1,0,0,0,0,0,1,0,0,0,0,0,1,2
Devin Shore,EDM,C,3,0,0,0,2,0,1,0,0,0,0,0,2,0
Jujhar Khaira,CHI,C,15,0,2,2,-2,13,14,0,0,0,0,0,29,6
Adam Pelech,NYI,D,9,0,2,2,-1,0,8,0,0,0,0,0,16,16
Scott Kosmachuk,FA,RW,8,0,3,3,1,2,9,0,0,0,0,0,7,2
Esa Lindell,DAL,D,4,0,0,0,-3,0,2,0,0,0,0,0,4,9
Chandler Stephenson,VGK,C,9,0,0,0,-3,2,2,0,0,0,0,0,5,4
Erik Gustafsson,WAS,D,41,0,14,14,11,4,58,0,0,1,0,0,29,37
Brett Kulak,EDM,D,8,0,0,0,-2,0,9,0,0,0,0,0,2,3
Trevor Carrick,TB,D,2,0,0,0,-1,0,3,0,0,0,0,0,1,2
Taylor Leier,FA,LW,6,0,0,0,0,0,3,0,0,0,0,0,2,3
Christoph Bertschy,FA,C,3,0,0,0,0,0,3,0,0,0,0,0,7,2
Charles Hudon,COL,LW,3,0,2,2,2,0,3,0,0,0,0,0,7,1
Brendan Woods,BOS,LW,5,0,0,0,0,7,5,0,0,0,0,0,3,0
Seth Griffith,EDM,RW,4,0,1,1,-4,4,2,0,0,1,0,0,4,0
Tyler Wotherspoon,NJ,D,11,0,1,1,0,0,9,0,0,0,0,0,14,16
Andrey Pedan,FA,D,13,0,0,0,-3,18,11,0,0,0,0,0,40,8
Xavier Ouellet,PIT,D,5,0,1,1,-2,2,4,0,0,0,0,0,5,3
Brett Ritchie,CGY,RW,8,0,1,1,-3,7,15,0,0,0,0,0,30,3
Alexander Khokhlachev,FA,C,5,0,0,0,-2,0,4,0,0,0,0,0,2,1
Daniel Catenacci,FA,LW,11,0,0,0,-2,0,7,0,0,0,0,0,22,2
Michael Paliotta,FA,D,1,0,0,0,0,4,2,0,0,0,0,0,0,1
Alexandre Grenier,FA,RW,6,0,0,0,-4,2,9,0,0,0,0,0,5,3
Kyle Rau,FA,C,9,0,0,0,-1,2,15,0,0,0,0,0,4,3
Scott Harrington,SJ,D,15,0,1,1,0,4,9,0,0,0,0,0,23,16
Stuart Percy,FA,D,3,0,0,0,-2,0,1,0,0,0,0,0,4,3
Stefan Noesen,CAR,C,1,0,0,0,0,0,0,0,0,0,0,0,3,0
Jamie Oleksiak,SEA,D,19,0,2,2,-5,21,13,0,0,0,0,0,54,29
Ryan Murphy,FA,D,35,0,10,10,-1,10,47,0,0,1,0,0,25,22
Mark McNeill,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,3,0
Brady Skjei,CAR,D,7,0,0,0,1,4,6,0,0,0,0,0,11,11
Mike Matheson,MON,D,3,0,0,0,1,2,4,0,0,0,0,0,1,1
Slater Koekkoek,EDM,D,9,0,1,1,-1,2,11,0,0,0,0,0,6,5
Marek Hrivik,FA,LW,5,0,1,1,3,0,3,0,0,0,0,0,6,1
Yanni Gourde,SEA,LW,2,0,1,1,1,2,0,0,0,0,0,0,2,1
Brad Hunt,COL,D,7,0,0,0,-1,2,12,0,0,0,0,0,7,7
Derrick Pouliot,FA,D,22,0,7,7,4,2,25,0,0,0,0,0,16,18
Griffin Reinhart,FA,D,29,0,1,1,-6,20,24,0,0,0,0,0,62,46
Cole Schneider,FA,LW,2,0,0,0,0,0,5,0,0,0,0,0,3,0
Brian O'Neill,FA,C,22,0,2,2,-3,8,14,0,0,0,0,0,36,9
Turner Elson,NYR,LW,1,0,1,1,1,0,0,0,0,0,0,0,2,0
Drew Shore,FA,C,2,0,1,1,0,2,3,0,0,0,0,0,0,1
Sean Collins,FA,C,2,0,0,0,-1,2,0,0,0,0,0,0,0,2
Chris Brown,PIT,C,1,0,0,0,0,0,1,0,0,0,0,0,2,0
Jeremy Welsh,FA,C,2,0,0,0,0,2,0,0,0,0,0,0,4,0
Tommy Cross,STL,D,3,0,1,1,-1,0,0,0,0,0,0,1,3,1
Brian Dumoulin,PIT,D,79,0,16,16,11,14,101,0,0,0,0,0,77,68
Fredrik Claesson,FA,D,16,0,2,2,-6,2,15,0,0,0,0,0,33,30
Max Friberg,FA,LW,5,0,0,0,-1,2,1,0,0,0,0,0,7,2
Josh Archibald,PIT,RW,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Tyler Graovac,FA,C,2,0,0,0,-1,0,2,0,0,0,0,0,1,0
Brody Sutter,FA,C,8,0,0,0,-4,0,7,0,0,0,0,0,21,0
Dean Kukan,FA,D,8,0,0,0,9,0,3,0,0,0,0,0,7,10
Noel Acciari,STL,C,19,0,1,1,-4,8,18,0,0,0,0,0,52,4
Markus Hannikainen,FA,RW,4,0,0,0,-2,0,3,0,0,0,0,0,7,0
Kyle Baun,FA,LW,2,0,0,0,-2,0,1,0,0,0,0,0,3,0
Dennis Everberg,FA,RW,15,0,0,0,-5,0,9,0,0,0,0,0,11,12
Kasperi Kapanen,PIT,RW,9,0,0,0,-3,2,14,0,0,0,0,0,10,1
Vojtech Mozik,FA,D,7,0,0,0,0,4,6,0,0,0,0,0,12,5
Oliver Kylington,CGY,D,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Dominik Simon,FA,C,3,0,1,1,0,0,2,0,0,0,0,0,1,1
Sergei Plotnikov,FA,LW,45,0,3,3,-3,24,41,0,0,0,0,0,107,10
Ryan Johnston,TOR,D,3,0,0,0,1,0,1,0,0,0,0,0,2,2
Casey Nelson,FA,D,7,0,4,4,1,8,5,0,0,2,0,0,5,4
Brandon Tanev,SEA,LW,3,0,0,0,0,2,4,0,0,0,0,0,7,2
Pavel Zacha,BOS,C,1,0,2,2,4,0,3,0,0,0,0,0,1,0
Mikko Rantanen,COL,RW,9,0,0,0,-7,2,9,0,0,0,0,0,0,11
Aaron Ness,FA,D,8,0,2,2,4,2,8,0,0,0,0,0,4,7
Taylor Fedun,PIT,D,1,0,1,1,1,0,0,0,0,0,0,0,3,3
Harry Zolnierczyk,NYR,LW,1,0,0,0,-1,0,1,0,0,0,0,0,3,0
Derek Grant,ANH,C,15,0,1,1,-7,2,22,0,0,0,0,0,25,11
Paul Thompson,FA,LW,3,0,0,0,0,2,3,0,0,0,0,0,3,0
Philip Samuelsson,FA,D,4,0,0,0,0,2,5,0,0,0,0,0,3,11
Ben Street,FA,C,7,0,0,0,-1,4,8,0,0,0,0,0,6,4
Alexei Emelin,FA,D,72,0,12,12,-7,71,71,0,0,0,0,0,256,113
Garrett Wilson,FA,LW,29,0,0,0,-3,24,28,0,0,0,0,0,75,4
Alex Friesen,FA,C,1,0,0,0,-2,0,1,0,0,0,0,0,1,0
Kevin Gravel,NSH,D,5,0,0,0,0,0,2,0,0,0,0,0,4,4
Taylor Beck,FA,LW,2,0,0,0,0,2,0,0,0,0,0,0,6,0
Michael Sgarbossa,WAS,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,2
John Ramage,FA,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,4
Kenny Agostino,FA,LW,2,0,0,0,-2,0,3,0,0,0,0,0,3,0
Sam Carrick,ANH,C,3,0,0,0,-2,4,4,0,0,0,0,0,4,0
Craig Cunningham,FA,LW,10,0,1,1,-1,2,13,0,0,0,0,0,15,4
Petter Granberg,FA,D,27,0,2,2,1,13,12,0,0,0,0,0,48,26
Morgan Ellis,FA,D,3,0,0,0,0,2,3,0,0,0,0,0,1,2
Tye McGinn,VGK,LW,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Brandon Gormley,FA,D,26,0,1,1,-3,8,11,0,0,0,0,0,18,19
Eric Selleck,FA,LW,1,0,0,0,0,5,1,0,0,0,0,0,3,0
Nikita Nikitin,FA,D,11,0,1,1,-5,8,12,0,0,0,0,0,14,9
Kael Mouillierat,FA,LW,1,0,0,0,0,2,1,0,0,0,0,0,4,0
Marcus Kruger,FA,C,41,0,4,4,-5,24,50,0,0,0,0,0,25,31
Jordan Nolan,FA,RW,52,0,5,5,0,38,49,0,0,0,0,0,78,8
Korbinian Holzer,FA,D,29,0,3,3,-3,10,17,0,0,0,0,0,57,32
Brett Bulmer,FA,LW,3,0,0,0,-1,7,2,0,0,0,0,0,2,0
Christian Thomas,FA,RW,6,0,2,2,1,2,9,0,0,0,0,0,5,1
Patrik Nemeth,ARI,D,38,0,8,8,-1,14,36,0,0,1,0,0,58,47
Stanislav Galiev,FA,RW,24,0,3,3,2,4,30,0,0,0,0,0,14,4
Julian Melchiori,FA,D,11,0,0,0,1,0,12,0,0,0,0,0,18,9
Jordan Weal,FA,C,14,0,0,0,1,2,4,0,0,0,0,0,5,2
Jarred Tinordi,CHI,D,10,0,0,0,-5,17,3,0,0,0,0,0,22,11
John McFarland,FA,LW,3,0,0,0,-1,0,2,0,0,0,0,0,5,3
Bracken Kearns,FA,C,2,0,1,1,1,4,0,0,0,0,0,1,5,2
Tyson Strachan,FA,D,2,0,0,0,1,0,0,0,0,0,0,0,4,0
Matt Halischuk,FA,RW,30,0,3,3,1,4,39,0,0,0,0,0,38,11
Andrew Bodnarchuk,FA,D,37,0,4,4,-7,14,9,0,0,0,0,0,44,27
Corey Potter,FA,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Mike Kostka,FA,D,15,0,1,1,6,4,9,0,0,0,0,0,7,20
Bryan Lerg,FA,LW,6,0,0,0,1,0,4,0,0,0,0,0,13,3
Chris Butler,FA,D,5,0,0,0,-1,4,4,0,0,0,0,0,3,8
Kevin Porter,FA,C,41,0,3,3,-2,0,34,0,0,0,0,0,96,25
George Holloway,FA,C,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Justin Falk,FA,D,24,0,4,4,2,17,16,0,0,0,0,0,37,38
Andrew Campbell,FA,D,6,0,1,1,0,2,1,0,0,0,0,0,5,10
Alex Grant,FA,D,5,0,0,0,-2,7,4,0,0,0,0,0,7,2
Matt Taormina,FA,D,3,0,0,0,0,0,2,0,0,0,0,0,1,3
John McCarthy,FA,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Joe Vitale,FA,C,1,0,0,0,1,5,1,0,0,0,0,0,1,0
Yannick Weber,FA,D,45,0,7,7,-17,24,65,0,0,5,0,0,49,37
Andrew Agozzino,SJ,LW,9,0,2,2,-1,0,3,0,0,1,0,0,8,4
Alex Biega,FA,D,51,0,7,7,-11,22,61,0,0,0,0,0,124,41
Patrick Wiercioch,FA,D,52,0,5,5,2,24,56,0,0,2,0,0,53,56
Steven Kampfer,DET,D,47,0,4,4,5,26,54,0,0,1,0,0,70,70
Matt Irwin,WAS,D,2,0,0,0,-5,0,3,0,0,0,0,0,1,0
Patrice Cormier,FA,C,2,0,0,0,0,0,1,0,0,0,0,0,1,0
Ryan Stanton,FA,D,1,0,0,0,-1,2,0,0,0,0,0,0,0,0
Nate Prosser,FA,D,54,0,3,3,1,39,20,0,0,0,0,1,34,73
Victor Bartley,FA,D,10,0,0,0,2,6,8,0,0,0,0,0,21,17
Jared Cowen,FA,D,37,0,4,4,7,16,23,0,0,0,0,0,116,58
Brent Regner,FA,D,7,0,0,0,-2,4,7,0,0,0,0,0,4,7
Jordan Caron,FA,RW,4,0,0,0,-3,0,1,0,0,0,0,0,6,0
Dylan Olsen,FA,D,8,0,1,1,-1,2,9,0,0,0,0,0,6,7
Simon Despres,FA,D,32,0,4,4,2,8,32,0,0,1,0,0,67,71
David Rundblad,FA,D,9,0,2,2,-2,6,13,0,0,2,0,0,3,3
James Wisniewski,FA,D,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Ladislav Smid,FA,D,22,0,0,0,-7,6,11,0,0,0,0,0,39,33
Matt Greene,FA,D,3,0,0,0,0,8,3,0,0,0,0,0,5,1
Nate Guenin,FA,D,29,0,0,0,2,2,10,0,0,0,0,0,15,33
Robert Scuderi,FA,D,63,0,10,10,7,10,35,0,0,0,0,1,31,75
Tuomo Ruutu,FA,LW,33,0,1,1,-7,8,34,0,0,0,0,0,63,8
Brad Stuart,FA,D,6,0,0,0,-2,0,0,0,0,0,0,0,11,7
Andrew Ference,FA,D,6,0,0,0,-4,6,4,0,0,0,0,0,10,5
Eric Boulton,FA,LW,6,0,0,0,-3,2,3,0,0,0,0,0,15,0
Travis Moen,FA,LW,23,0,2,2,-3,21,12,0,0,0,0,1,30,13
Tim Jackman,FA,RW,2,0,0,0,-2,4,1,0,0,0,0,0,2,0
Steve Ott,FA,C,21,0,2,2,-3,34,21,0,0,0,0,0,34,5
Daniel Paille,FA,LW,12,0,0,0,-2,0,11,0,0,0,0,0,16,9
Bryan Bickell,FA,LW,25,0,2,2,-5,2,21,0,0,0,0,0,58,10
Andre Benoit,FA,D,2,0,0,0,1,0,0,0,0,0,0,0,1,5
Johan Franzen,FA,RW,2,0,1,1,0,2,3,0,0,1,0,0,3,0
Clarke MacArthur,FA,LW,4,0,0,0,-1,0,4,0,0,0,0,0,3,1
Jeff Schultz,FA,D,1,0,0,0,-1,0,1,0,0,0,0,0,0,2
Cody Bass,FA,C,17,0,0,0,-1,17,11,0,0,0,0,0,26,8
John Scott,FA,LW,12,0,1,1,-1,27,6,0,0,0,0,0,23,3
Rich Clune,FA,LW,19,0,4,4,1,22,10,0,0,0,0,0,58,5
Tom Sestito,FA,LW,4,0,1,1,1,19,1,0,0,0,0,0,13,1
Chris Summers,FA,D,3,0,0,0,-2,4,5,0,0,0,0,0,4,1
Adam Pardy,FA,D,23,0,4,4,-7,14,22,0,0,0,0,1,32,32
Eric Tangradi,FA,LW,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Jim O'Brien,FA,C,4,0,0,0,-4,2,3,0,0,0,0,0,7,2
Marc-Andre Gragnani,FA,D,4,0,0,0,-2,2,0,0,0,0,0,0,1,1
Ian Cole,TB,D,70,0,12,12,-3,59,72,0,0,1,0,0,122,122
