,,,,Overall,,,,,,,PP,,SH,,Defense,
William Lockwood,VAN,RW,13,0,0,0,-3,9,13,0,0,0,0,0,49,9
Wyatt Kalynuk,VAN,D,5,0,0,0,-3,2,1,0,0,0,0,0,9,0
Ian Mitchell,CHI,D,8,0,1,1,-3,0,2,0,0,1,0,0,2,9
Cale Fleury,SEA,D,9,0,0,0,-3,0,4,0,0,0,0,0,19,14
Jaret Anderson-Dolan,LA,C,7,0,0,0,-3,4,5,0,0,0,0,0,12,3
Lars Eller,WAS,C,72,13,18,31,-4,40,116,2,0,2,0,0,95,36
Sam Gagner,WPG,C,81,13,18,31,-4,32,132,0,0,1,1,0,21,25
Derek Ryan,EDM,C,75,10,12,22,-4,8,72,2,0,0,0,1,38,38
Parker Kelly,OTT,C,41,7,5,12,-4,60,48,0,0,0,0,0,131,30
Evgeny Svechnikov,SJ,LW,72,7,12,19,-4,38,78,1,0,0,0,0,104,22
Johan Larsson,FA,C,43,7,14,21,-4,32,44,1,2,1,0,0,70,25
Samuel Girard,COL,D,67,5,23,28,-4,20,79,1,0,7,0,0,65,90
Devin Shore,EDM,C,49,5,6,11,-4,10,36,0,0,0,1,0,67,21
Brett Kulak,EDM,D,74,5,16,21,-4,45,92,0,0,0,0,1,103,63
Carter Rowney,FA,C,26,4,2,6,-4,0,15,0,0,0,0,1,36,20
Nate Schmidt,WPG,D,77,4,28,32,-4,10,117,1,1,10,0,1,37,104
Erik Gustafsson,WAS,D,59,3,15,18,-4,14,79,0,0,4,0,0,45,55
Jujhar Khaira,CHI,C,27,3,0,3,-4,13,32,0,0,0,0,0,88,14
Kevin Labanc,SJ,RW,21,3,3,6,-4,6,36,1,2,2,0,0,28,9
Michael Del Zotto,FLA,D,26,3,10,13,-4,4,35,0,1,1,0,0,42,34
Mark Pysyk,DET,D,68,3,9,12,-4,16,64,0,0,0,0,0,41,85
Martin Frk,STL,RW,6,2,0,2,-4,2,15,0,2,0,0,0,11,0
Drake Caggiula,PIT,LW,18,2,3,5,-4,4,23,1,0,1,0,0,17,7
Morgan Barron,WPG,LW,27,2,3,5,-4,8,33,0,0,0,0,0,49,8
Calen Addison,MIN,D,15,2,2,4,-4,2,17,0,0,0,0,0,12,6
Connor Dewar,MIN,C,35,2,4,6,-4,25,44,1,0,1,0,0,48,22
Nick Robertson,TOR,LW,10,1,0,1,-4,4,14,0,0,0,0,0,10,2
Thomas Harley,DAL,D,34,1,3,4,-4,6,36,0,0,0,0,0,30,30
Andrej Sustr,MIN,D,38,1,5,6,-4,16,28,0,0,0,0,0,27,36
Thomas Novak,NSH,C,27,1,6,7,-4,2,25,0,1,3,0,0,4,6
Robert Bortuzzo,STL,D,73,1,5,6,-4,36,47,0,0,0,0,0,135,98
Scott Harrington,SJ,D,7,0,1,1,-4,6,5,0,0,0,0,0,8,9
Noah Juulsen,VAN,D,8,0,2,2,-4,0,6,0,0,0,0,0,20,11
Christian Jaros,FA,D,11,0,0,0,-4,2,9,0,0,0,0,0,21,10
Cole Schwindt,CGY,RW,3,0,0,0,-4,0,3,0,0,0,0,0,5,2
Sampo Ranta,COL,LW,10,0,0,0,-4,2,9,0,0,0,0,0,9,6
Brock Nelson,NYI,C,72,37,22,59,-5,33,171,5,11,3,0,0,31,43
Brayden Point,TB,C,66,28,30,58,-5,33,176,4,10,12,0,0,75,27
Brock Boeser,VAN,RW,71,23,23,46,-5,20,195,6,11,6,0,1,35,26
Claude Giroux,OTT,C,75,21,44,65,-5,26,205,0,5,18,0,0,68,16
Tyler Toffoli,CGY,RW,74,20,29,49,-5,14,195,1,8,8,2,1,81,24
Jake Evans,MON,LW,72,13,16,29,-5,22,124,0,0,0,0,1,88,37
Patric Hornqvist,FLA,RW,65,11,17,28,-5,19,165,0,3,4,0,0,112,23
Justin Danforth,CLS,RW,45,10,4,14,-5,10,72,1,0,1,0,0,85,22
Alexander Barabanov,SJ,RW,70,10,29,39,-5,14,103,1,2,6,0,0,53,39
Rasmus Asplund,BUF,C,80,8,19,27,-5,10,130,1,2,2,1,0,30,14
Jake Bean,CLS,D,67,7,18,25,-5,26,90,2,0,4,0,1,41,71
Darren Helm,COL,C,68,7,8,15,-5,14,93,1,0,0,1,1,114,27
Gabriel Vilardi,LA,C,25,5,2,7,-5,8,41,1,2,0,0,0,6,9
Rasmus Kupari,LA,C,57,5,8,13,-5,18,51,1,1,2,1,0,68,17
Ryan Dzingel,CAR,C,32,5,3,8,-5,35,32,1,0,0,0,0,20,9
Dylan Coghlan,CAR,D,59,3,10,13,-5,18,108,1,2,2,0,0,62,61
Scott Mayfield,NYI,D,61,3,15,18,-5,55,80,2,0,0,0,1,77,109
Corey Schueneman,MON,D,24,2,4,6,-5,8,30,0,0,1,0,0,15,40
Mario Ferraro,SJ,D,63,2,12,14,-5,16,49,1,0,0,0,0,140,151
Tyler Benson,EDM,LW,29,1,1,2,-5,18,18,0,0,0,0,0,45,3
John Leonard,NSH,C,14,1,1,2,-5,0,25,0,0,1,0,0,13,8
Taro Hirose,DET,LW,15,1,3,4,-5,4,10,0,1,1,0,0,9,2
Simon Benoit,ANH,D,53,1,4,5,-5,22,45,0,0,0,0,0,168,39
Jonas Siegenthaler,NJ,D,70,1,13,14,-5,42,92,0,0,0,0,1,98,106
Kyle Turris,FA,C,23,1,3,4,-5,4,21,0,0,0,0,0,13,6
Kyle Clifford,TOR,LW,25,1,3,4,-5,31,29,0,0,0,0,0,50,5
Jarred Tinordi,CHI,D,7,1,0,1,-5,7,5,1,0,0,0,0,17,8
Riley Nash,FA,C,49,0,4,4,-5,10,36,0,0,0,0,0,46,17
Tanner Kero,DAL,LW,23,0,3,3,-5,0,14,0,0,0,0,0,12,9
Justin Bailey,FA,RW,14,0,0,0,-5,6,16,0,0,0,0,0,12,6
Alexander Holtz,NJ,RW,9,0,2,2,-5,2,12,0,0,1,0,0,5,2
Bobby Brink,PHI,RW,10,0,4,4,-5,0,18,0,0,1,0,0,15,2
Santeri Hatakka,SJ,D,9,0,2,2,-5,2,3,0,0,0,0,0,5,7
Jeremy Davies,BUF,D,6,0,2,2,-5,2,5,0,0,0,0,0,5,1
Mikhail Maltsev,COL,C,18,0,0,0,-5,2,23,0,0,0,0,0,31,2
Markus Niemelainen,EDM,D,20,0,1,1,-5,4,12,0,0,0,0,0,82,19
Jack Studnicka,VAN,C,15,0,3,3,-5,4,21,0,0,0,0,0,17,5
Jack Rathbone,VAN,D,9,0,0,0,-5,2,10,0,0,0,0,0,5,8
Urho Vaakanainen,ANH,D,29,0,6,6,-5,10,27,0,0,1,0,0,27,28
Pierre-Luc Dubois,WPG,C,81,28,32,60,-6,106,233,6,15,4,0,0,112,43
Dylan Strome,WAS,C,69,22,26,48,-6,28,126,2,5,11,0,0,11,33
Anze Kopitar,LA,C,81,19,48,67,-6,14,210,4,6,16,0,1,72,71
Charlie Coyle,BOS,C,82,16,28,44,-6,32,131,5,3,6,0,1,84,39
Oliver Wahlstrom,NYI,RW,73,13,11,24,-6,74,157,2,5,3,0,0,101,19
Gerald Mayhew,FLA,C,40,11,1,12,-6,18,53,0,1,0,0,0,58,26
Nils Hoglander,VAN,LW,60,10,8,18,-6,24,132,0,1,2,0,0,41,16
Tyler Ennis,FA,LW,57,8,16,24,-6,16,89,1,1,3,0,0,70,24
Juho Lammikko,FA,RW,75,7,8,15,-6,14,67,2,0,0,0,0,93,46
Keegan Kolesar,VGK,RW,77,7,17,24,-6,68,94,0,1,0,1,0,246,46
Sean Couturier,PHI,C,29,6,11,17,-6,14,79,2,2,3,0,1,22,18
Cal Clutterbuck,NYI,RW,59,6,9,15,-6,10,74,1,0,0,1,0,229,23
Givani Smith,DET,LW,46,4,3,7,-6,108,50,0,0,0,0,0,86,20
Niko Mikkola,STL,D,54,3,10,13,-6,55,58,0,0,0,1,0,109,81
Jake Muzzin,TOR,D,47,3,11,14,-6,16,75,0,0,0,0,1,105,60
Brett Ritchie,CGY,RW,41,3,1,4,-6,29,55,0,0,0,0,0,78,5
Colton Sceviour,FA,RW,35,2,3,5,-6,26,38,0,0,0,0,1,41,20
Jeremy Lauzon,NSH,D,66,2,5,7,-6,81,75,0,0,0,0,0,224,63
Jack McBain,ARI,C,10,2,1,3,-6,6,13,0,0,0,0,0,33,9
Jan Jenik,ARI,C,13,2,1,3,-6,11,22,1,0,0,0,0,25,4
Sebastian Aho,NYI,D,36,2,10,12,-6,10,34,0,0,2,0,0,32,42
Robin Salo,NYI,D,21,1,4,5,-6,4,24,0,0,2,0,0,7,23
Kevin Bahl,NJ,D,17,1,3,4,-6,10,16,0,0,0,0,0,28,15
Joel Kiviranta,DAL,RW,56,1,6,7,-6,10,59,0,0,0,0,0,97,23
Dmitrij Jaskin,FA,RW,12,0,1,1,-6,4,23,0,0,0,0,0,47,9
Mason Geertsen,NJ,D,25,0,0,0,-6,77,12,0,0,0,0,0,58,7
Cedric Paquette,FA,C,24,0,2,2,-6,25,16,0,0,0,0,0,58,14
Mike Hardman,CHI,RW,21,0,2,2,-6,11,12,0,0,0,0,0,60,12
Egor Zamula,PHI,D,10,0,0,0,-6,4,4,0,0,0,0,0,5,19
Egor Sokolov,OTT,LW,8,0,0,0,-6,4,8,0,0,0,0,0,13,4
Aleksi Heponiemi,FLA,LW,6,0,1,1,-6,2,7,0,0,1,0,0,0,1
Conor Timmins,TOR,D,6,0,0,0,-6,0,5,0,0,0,0,0,7,9
Josh Norris,OTT,C,66,35,20,55,-7,16,172,8,16,7,0,0,79,44
Brady Tkachuk,OTT,LW,79,30,37,67,-7,117,288,3,9,8,0,0,270,25
Patrik Laine,CLS,RW,56,26,30,56,-7,24,167,7,5,9,0,0,34,13
Josh Bailey,NYI,LW,74,14,30,44,-7,6,87,1,2,9,0,0,19,26
Eeli Tolvanen,SEA,LW,75,11,12,23,-7,16,151,1,1,5,0,0,176,45
Zemgus Girgensons,BUF,C,56,10,8,18,-7,27,92,1,3,1,0,0,81,25
Nico Sturm,SJ,C,74,9,11,20,-7,14,101,0,1,0,1,0,99,29
Brendan Gallagher,MON,RW,56,7,17,24,-7,69,142,0,5,2,0,0,54,29
Michael Pezzetta,MON,C,51,5,6,11,-7,81,49,0,0,0,0,0,156,8
Quinton Byfield,LA,C,40,5,5,10,-7,20,39,1,0,1,0,0,20,11
Wayne Simmonds,TOR,RW,72,5,11,16,-7,96,79,2,0,1,0,0,148,11
Boris Katchouk,CHI,LW,59,3,4,7,-7,39,58,1,0,0,0,0,138,20
Jordan Oesterle,DET,D,45,2,6,8,-7,4,63,1,0,0,0,0,27,44
Nikita Zaitsev,OTT,D,62,2,9,11,-7,28,65,0,0,0,0,2,128,103
Marian Studenic,DAL,RW,33,2,2,4,-7,6,42,0,0,0,0,0,25,15
Lias Andersson,LA,LW,20,1,1,2,-7,12,29,1,0,1,0,0,23,3
Troy Stecher,ARI,D,29,1,2,3,-7,13,50,0,0,0,0,0,33,38
Nathan Beaulieu,ANH,D,24,0,4,4,-7,25,24,0,0,0,0,1,19,19
Josh Brown,ARI,D,52,0,6,6,-7,37,45,0,0,0,0,0,118,62
Zac Jones,NYR,D,12,0,2,2,-7,0,8,0,0,0,0,0,4,13
Victor Soderstrom,ARI,D,16,0,0,0,-7,6,14,0,0,0,0,0,14,23
Connor Bunnaman,FLA,C,15,0,0,0,-7,4,10,0,0,0,0,0,17,2
John Tavares,TOR,C,79,27,49,76,-8,32,237,3,10,16,0,0,90,44
Jeff Carter,PIT,C,76,19,26,45,-8,38,200,2,3,3,1,0,99,50
Rem Pitlick,MON,C,66,15,22,37,-8,24,65,1,0,1,1,0,25,28
Jakub Vrana,DET,RW,26,13,6,19,-8,16,65,3,5,1,0,0,14,9
Barrett Hayton,ARI,C,60,10,14,24,-8,20,82,1,2,3,0,0,84,33
Nick Cousins,FLA,C,68,9,13,22,-8,31,103,1,3,1,0,0,66,28
Scott Reedy,SJ,C,35,7,2,9,-8,10,33,2,3,0,0,0,14,26
Jansen Harkins,WPG,C,77,7,6,13,-8,15,67,0,0,0,0,0,51,18
Nicklas Backstrom,WAS,C,47,6,25,31,-8,12,68,1,1,13,0,0,16,16
Vinni Lettieri,BOS,C,31,5,5,10,-8,6,50,0,2,3,0,0,40,17
P.K. Subban,FA,D,77,5,17,22,-8,82,114,1,0,0,0,1,69,90
Paul Byron,MON,C,27,4,3,7,-8,2,33,2,0,0,0,0,66,7
Michael Carcone,ARI,C,21,4,2,6,-8,14,36,0,0,0,0,0,31,7
Henri Jokiharju,BUF,D,60,3,16,19,-8,20,83,0,0,4,0,0,73,60
Tyler Johnson,CHI,C,26,3,4,7,-8,12,30,0,0,2,0,0,37,7
Riley Stillman,VAN,D,52,2,10,12,-8,36,49,1,0,0,0,0,122,67
Kristian Vesalainen,WPG,LW,53,2,1,3,-8,6,43,0,0,0,0,0,72,14
Philip Broberg,EDM,D,23,1,2,3,-8,8,29,0,0,0,0,0,10,10
Matt Kiersted,FLA,D,10,1,1,2,-8,2,11,0,0,0,0,0,10,17
Mitchell Stephens,MON,C,27,0,6,6,-8,8,17,0,0,0,0,0,21,9
Danny DeKeyser,FA,D,59,0,11,11,-8,26,57,0,0,0,0,0,49,102
Lukas Reichel,CHI,RW,11,0,1,1,-8,0,15,0,0,0,0,0,0,3
Lassi Thomson,OTT,D,16,0,5,5,-8,2,18,0,0,1,0,0,23,9
William Nylander,TOR,C,81,34,46,80,-9,16,256,7,13,18,0,0,19,30
Tomas Hertl,SJ,LW,82,30,34,64,-9,30,205,6,6,10,0,1,105,57
Zach Hyman,EDM,RW,76,27,27,54,-9,36,213,4,5,5,1,3,74,31
Lawson Crouse,ARI,LW,65,20,14,34,-9,52,131,4,3,4,1,0,181,36
Sonny Milano,WAS,LW,66,14,20,34,-9,10,94,3,5,5,0,0,27,15
Warren Foegele,EDM,LW,82,12,14,26,-9,24,142,3,2,1,0,0,127,15
Scott Laughton,PHI,C,67,11,19,30,-9,35,110,1,0,1,2,0,151,47
Mikael Granlund,NSH,C,80,11,53,64,-9,33,117,3,3,25,0,0,92,45
Milan Lucic,CGY,LW,82,10,11,21,-9,84,95,0,2,1,0,0,209,22
Jesper Boqvist,NJ,C,56,10,13,23,-9,10,74,1,0,1,0,0,31,16
Cam Fowler,ANH,D,76,9,33,42,-9,14,124,1,6,12,0,0,37,116
Mark Giordano,TOR,D,75,8,27,35,-9,57,151,1,0,12,2,0,75,139
Kevin Shattenkirk,ANH,D,82,8,27,35,-9,36,163,1,1,13,0,0,73,135
Moritz Seider,DET,D,82,7,43,50,-9,34,187,4,2,19,0,2,151,161
Ryan Graves,NJ,D,75,6,22,28,-9,24,111,0,0,0,0,0,90,135
Jonathan Drouin,MON,C,34,6,14,20,-9,23,62,0,0,4,0,0,27,11
Adam Gaudette,TOR,C,58,5,9,14,-9,17,94,1,2,0,0,0,72,10
Sean Durzi,LA,D,64,3,24,27,-9,55,119,0,2,13,0,1,74,121
Alexander Romanov,NYI,D,79,3,10,13,-9,53,107,0,0,0,0,0,227,144
Julien Gauthier,NYR,RW,49,3,4,7,-9,8,69,1,0,0,0,0,98,14
Tomas Nosek,BOS,LW,75,3,14,17,-9,32,84,1,0,0,0,2,85,34
Patrik Nemeth,ARI,D,63,2,5,7,-9,28,52,1,0,0,0,0,115,102
Rasmus Ristolainen,PHI,D,66,2,14,16,-9,38,97,0,0,1,0,0,230,125
Alexei Toropchenko,STL,RW,28,2,0,2,-9,15,43,0,0,0,0,0,69,21
Jacob Bryson,BUF,D,73,1,9,10,-9,12,43,0,1,6,0,0,55,73
Jonah Gadjovich,SJ,LW,43,1,2,3,-9,74,36,0,0,0,0,0,104,14
Robert Hagg,DET,D,64,1,8,9,-9,35,59,0,0,0,0,0,138,102
Mark Borowiecki,NSH,D,57,0,4,4,-9,151,45,0,0,0,0,0,196,79
Evgeni Malkin,PIT,C,41,20,22,42,-10,24,129,5,9,11,0,0,21,18
Travis Boyd,ARI,C,74,17,18,35,-10,34,88,2,2,2,0,0,71,55
Anthony Beauvillier,NYI,LW,75,12,22,34,-10,12,154,1,5,6,0,0,39,20
Dryden Hunt,COL,LW,76,6,11,17,-10,52,94,2,0,0,0,0,153,17
Janne Kuokkanen,FA,LW,57,6,11,17,-10,10,64,1,1,0,1,0,33,22
Joe Thornton,FA,C,34,5,5,10,-10,10,26,1,3,0,0,0,20,10
Laurent Dauphin,ARI,C,38,4,8,12,-10,25,50,0,0,0,0,0,31,27
Janis Moser,ARI,D,43,4,11,15,-10,16,40,1,1,1,0,0,32,55
Joonas Donskoi,SEA,RW,75,2,20,22,-10,14,89,0,0,3,0,1,36,31
Will Butcher,DAL,D,37,2,6,8,-10,0,35,0,0,2,0,0,11,32
Kale Clague,BUF,D,36,2,8,10,-10,20,26,0,0,3,0,0,14,23
Ryan Merkley,SJ,D,39,1,5,6,-10,8,36,0,0,2,0,0,12,22
Matias Maccelli,ARI,LW,23,1,5,6,-10,4,21,0,0,1,0,0,12,8
Ben Harpur,NYR,D,19,0,1,1,-10,27,13,0,0,0,0,0,36,21
Libor Hajek,NYR,D,17,0,1,1,-10,8,12,0,0,0,0,0,7,26
Mattias Samuelsson,BUF,D,42,0,10,10,-10,16,44,0,0,0,0,0,100,60
Troy Terry,ANH,C,75,37,30,67,-11,26,192,7,8,7,0,0,6,27
Tyler Bertuzzi,DET,LW,68,30,32,62,-11,47,180,5,6,8,1,1,65,41
Anders Lee,NYI,C,76,28,18,46,-11,34,159,3,9,4,0,0,94,30
Logan Couture,SJ,C,77,23,33,56,-11,18,199,3,5,12,2,1,92,58
Boone Jenner,CLS,LW,59,23,21,44,-11,22,160,3,8,2,0,0,80,56
Joel Farabee,PHI,LW,63,17,17,34,-11,50,119,1,1,2,1,0,73,38
Pius Suter,DET,LW,82,15,21,36,-11,22,166,3,0,3,1,0,24,37
Luke Kunin,SJ,C,82,13,9,22,-11,99,125,0,0,2,0,0,223,51
Vinnie Hinostroza,BUF,RW,62,13,12,25,-11,24,92,2,1,0,0,0,25,13
Oskar Lindblom,SJ,LW,79,12,14,26,-11,22,127,1,0,1,0,0,83,48
Adam Boqvist,CLS,D,52,11,11,22,-11,12,64,1,3,3,0,0,26,47
Nicolas Deslauriers,PHI,LW,81,8,5,13,-11,113,90,1,0,0,1,0,263,49
Josh Manson,COL,D,67,6,10,16,-11,65,92,0,0,0,0,0,179,70
Jeff Petry,PIT,D,68,6,21,27,-11,36,124,1,0,3,0,1,140,117
Alex Galchenyuk,COL,RW,60,6,15,21,-11,32,89,0,0,1,0,0,67,24
Morgan Frost,PHI,C,55,5,11,16,-11,14,85,0,1,1,0,0,44,29
Ryan Carpenter,NYR,C,67,3,9,12,-11,36,67,2,0,1,0,0,136,44
Colin White,FLA,C,24,3,7,10,-11,4,47,1,2,5,0,0,28,4
Tyler Bozak,FA,C,50,3,9,12,-11,14,46,1,0,1,1,1,20,21
Greg McKegg,EDM,C,43,2,3,5,-11,6,25,0,0,0,0,1,50,22
Tyler Pitlick,STL,C,39,1,4,5,-11,6,36,0,0,0,0,0,70,26
Gustav Nyquist,CLS,RW,82,18,35,53,-12,26,122,0,4,6,4,0,41,51
Nathan Bastian,NJ,RW,72,12,6,18,-12,65,97,1,3,1,0,0,210,40
T.J. Oshie,WAS,RW,44,11,14,25,-12,18,77,1,4,6,0,1,86,30
Sam Carrick,ANH,C,64,11,8,19,-12,85,80,0,0,0,0,0,122,21
Chris Tierney,FLA,C,70,6,12,18,-12,14,72,2,3,2,0,0,42,30
Kyle Capobianco,WPG,D,45,2,7,9,-12,38,40,1,1,1,0,0,43,46
John Hayden,SEA,C,55,2,2,4,-12,84,65,0,0,0,0,0,104,24
Gustav Lindstrom,DET,D,63,1,12,13,-12,22,41,0,0,0,0,0,59,77
Tobias Bjornfot,LA,D,70,0,8,8,-12,6,53,0,0,0,0,0,61,58
Alex DeBrincat,OTT,RW,82,41,37,78,-13,19,270,6,14,14,0,0,101,35
Yanni Gourde,SEA,LW,74,21,27,48,-13,45,127,3,3,4,1,3,77,31
Jamie Benn,DAL,C,82,18,28,46,-13,88,182,2,3,8,1,0,143,60
Alex Formenton,OTT,LW,79,18,14,32,-13,59,162,1,0,0,5,1,101,24
Ryan Donato,SEA,C,74,16,15,31,-13,40,159,2,1,0,0,0,70,17
Nick Ritchie,ARI,LW,57,12,11,23,-13,43,93,0,1,3,0,0,153,22
Jaden Schwartz,SEA,LW,37,8,15,23,-13,14,101,0,1,3,0,0,42,13
Jakub Voracek,CLS,LW,79,6,56,62,-13,44,147,2,2,23,0,0,27,28
Michael McLeod,NJ,C,77,6,14,20,-13,52,78,0,0,0,0,1,145,34
Ryan Reaves,MIN,RW,69,5,8,13,-13,43,44,0,0,0,0,0,279,16
Max Willman,PHI,LW,41,4,2,6,-13,16,65,0,0,0,0,0,53,10
Andy Greene,FA,D,69,2,8,10,-13,10,52,0,0,0,0,0,39,126
Nick Foligno,BOS,LW,64,2,11,13,-13,61,99,0,0,1,0,0,164,31
Joel Hanley,DAL,D,44,2,4,6,-13,4,18,0,0,0,0,0,60,43
Radim Simek,SJ,D,36,1,1,2,-13,8,25,0,0,0,0,0,96,39
Reese Johnson,CHI,RW,37,1,5,6,-13,16,24,0,0,0,0,0,141,14
Jeff Skinner,BUF,LW,80,33,30,63,-14,42,262,4,5,6,0,0,29,20
Yegor Sharangovich,NJ,LW,76,24,22,46,-14,23,168,3,2,1,2,0,30,26
Nick Paul,TB,LW,80,16,16,32,-14,39,166,2,2,0,1,1,106,56
Calle Jarnkrok,TOR,C,66,12,18,30,-14,6,101,1,2,4,0,0,38,17
Jonathan Toews,CHI,C,71,12,25,37,-14,39,125,2,4,3,1,0,25,22
Damon Severson,NJ,D,80,11,35,46,-14,57,158,0,5,11,0,1,91,92
Erik Karlsson,SJ,D,50,10,25,35,-14,14,117,2,0,10,0,0,18,45
Ben Chiarot,DET,D,74,9,17,26,-14,48,143,1,2,1,0,1,157,130
Joe Veleno,DET,C,66,8,7,15,-14,22,73,0,0,0,0,0,123,25
Casey Mittelstadt,BUF,C,40,6,13,19,-14,4,79,1,1,6,0,0,19,12
Jasper Weatherby,SJ,C,50,5,6,11,-14,18,45,0,1,1,0,0,52,24
Anders Bjork,BUF,LW,58,5,3,8,-14,10,51,0,0,0,0,0,11,16
Connor Murphy,CHI,D,57,4,6,10,-14,47,71,1,0,0,0,0,130,150
Henrik Borgstrom,WAS,C,52,4,3,7,-14,22,41,0,0,1,0,0,26,19
Josh Mahura,FLA,D,38,3,4,7,-14,12,36,0,0,0,0,0,63,51
Cam York,PHI,D,30,3,7,10,-14,6,33,0,1,3,0,0,20,40
Ryan Getzlaf,FA,C,56,3,34,37,-14,29,104,1,2,9,0,0,89,56
Andrew Peeke,CLS,D,82,2,13,15,-14,60,72,0,0,0,0,0,191,169
Kyle Okposo,BUF,RW,74,21,24,45,-15,43,174,1,8,6,2,0,59,19
Blake Wheeler,WPG,RW,65,17,43,60,-15,36,167,2,3,17,0,0,62,37
Mathew Barzal,NYI,C,73,15,44,59,-15,18,161,1,1,19,0,0,36,17
Zach Werenski,CLS,D,68,11,37,48,-15,22,216,2,4,10,0,1,33,95
Brent Burns,CAR,D,82,10,44,54,-15,42,203,0,4,14,0,1,55,150
Connor Brown,WAS,RW,64,10,29,39,-15,10,121,0,0,9,1,3,14,37
Zach Sanford,NSH,LW,80,9,12,21,-15,50,104,0,1,2,0,0,169,67
Sean Monahan,MON,C,65,8,15,23,-15,24,111,2,5,8,0,0,59,24
Joel Armia,MON,RW,60,6,8,14,-15,14,103,0,1,2,1,0,104,27
Christian Fischer,ARI,RW,53,5,5,10,-15,14,76,0,1,0,0,0,91,22
Cody Eakin,FA,C,69,4,8,12,-15,22,74,1,1,1,0,1,33,29
Justin Schultz,SEA,D,74,4,19,23,-15,16,92,1,2,3,0,0,40,87
Zack MacEwen,PHI,C,75,3,6,9,-15,110,82,1,0,0,0,0,159,32
Nate Thompson,FA,C,33,1,2,3,-15,31,23,0,0,0,0,0,49,20
Jack Hughes,NJ,C,49,26,30,56,-16,0,165,2,6,8,0,0,6,15
Victor Olofsson,BUF,LW,72,20,29,49,-16,6,164,6,7,5,0,1,10,15
Dominik Kubalik,DET,LW,78,15,17,32,-16,16,161,0,3,6,0,0,93,28
Derek Grant,ANH,C,71,15,14,29,-16,27,117,1,2,0,1,1,69,49
Anton Stralman,BOS,D,74,8,15,23,-16,12,95,1,0,0,0,0,99,100
Morgan Geekie,SEA,C,73,7,15,22,-16,18,97,0,0,4,0,0,55,23
Philipp Kurashev,CHI,LW,67,6,15,21,-16,12,86,1,2,3,0,0,31,30
Mackenzie Entwistle,CHI,RW,55,5,7,12,-16,23,34,0,0,0,1,0,129,22
Sam Lafferty,CHI,RW,56,5,8,13,-16,33,80,1,0,0,0,0,137,26
Antoine Roussel,FA,LW,53,4,4,8,-16,59,59,1,0,0,0,0,74,34
Patrick Brown,PHI,C,44,4,5,9,-16,11,51,0,0,0,0,0,100,36
Lane Pederson,VAN,C,29,0,2,2,-16,10,24,0,0,0,0,0,54,10
Cam Dineen,ARI,D,34,0,7,7,-16,4,52,0,0,0,0,0,22,44
Tage Thompson,BUF,RW,78,38,30,68,-17,37,253,4,10,6,2,0,66,25
Mark Scheifele,WPG,C,67,29,41,70,-17,23,159,3,7,12,0,0,36,47
Luke Glendening,DAL,C,82,9,7,16,-17,15,116,1,0,0,0,2,179,59
Sam Steel,MIN,C,68,6,14,20,-17,16,66,1,0,3,0,0,37,27
Max Comtois,ANH,LW,52,6,10,16,-17,46,72,0,0,2,0,0,111,17
Nicolas Meloche,CGY,D,50,2,5,7,-17,39,36,1,0,0,0,1,158,54
Erik Brannstrom,OTT,D,53,0,14,14,-17,30,86,0,0,6,0,0,39,59
Dylan Larkin,DET,C,71,31,38,69,-18,47,212,4,6,7,0,1,76,28
Brandon Hagel,TB,LW,77,25,19,44,-18,31,125,3,4,2,1,2,63,32
Kirby Dach,MON,C,70,9,17,26,-18,43,116,0,2,4,0,1,49,44
Andrew Cogliano,COL,LW,74,4,12,16,-18,20,75,0,0,0,1,1,104,31
Loui Eriksson,FA,RW,73,3,16,19,-18,6,81,0,0,1,1,0,17,23
Patrick Kane,CHI,RW,78,26,66,92,-19,18,287,2,9,22,0,0,11,26
Dylan Cozens,BUF,C,79,13,25,38,-19,55,160,1,2,7,0,1,35,22
Christian Dvorak,MON,LW,56,11,22,33,-19,24,87,1,1,4,0,0,32,52
Dougie Hamilton,NJ,D,62,9,21,30,-19,34,197,1,2,6,0,0,87,92
Michael Raffl,FA,LW,76,7,9,16,-19,16,94,2,0,0,1,2,141,34
Victor Mete,TOR,D,37,0,7,7,-19,4,27,0,0,1,0,0,13,38
Casey Fitzgerald,BUF,D,36,0,6,6,-19,36,41,0,0,0,0,0,86,35
Kevin Hayes,PHI,C,48,10,21,31,-20,26,126,1,2,2,0,1,36,12
Ivan Provorov,PHI,D,79,9,22,31,-20,34,170,1,1,6,0,2,74,172
Jakob Chychrun,ARI,D,47,7,14,21,-20,47,141,2,1,0,0,0,51,66
Andrew Ladd,ARI,LW,51,7,5,12,-20,47,57,0,3,1,0,0,68,33
Matt Nieto,SJ,LW,70,6,11,17,-20,19,82,0,0,0,0,0,96,47
Radek Faksa,DAL,C,77,5,14,19,-20,52,89,1,1,0,1,1,129,68
Alexander Radulov,FA,RW,71,4,18,22,-20,30,92,2,1,7,0,0,43,48
Jay Beagle,FA,C,33,1,1,2,-20,27,24,0,0,0,0,0,50,16
Tyler Seguin,DAL,C,81,24,25,49,-21,30,218,2,3,10,0,0,96,33
Trevor Zegras,ANH,C,75,23,38,61,-21,50,181,5,9,8,0,0,56,27
Pavel Zacha,BOS,C,70,15,21,36,-21,22,148,1,4,4,0,0,80,18
