,,,,Overall,,,,,,,PP,,SH,,Defense,
Mark Fraser,FA,D,45,0,8,8,18,85,33,0,0,0,0,0,153,102
Ryan Hamilton,FA,LW,10,0,2,2,1,0,6,0,0,0,0,0,22,7
Erik Johnson,COL,D,31,0,4,4,-3,18,64,0,0,0,0,0,44,58
Blair Jones,FA,C,15,0,1,1,-6,10,22,0,0,0,0,0,22,9
Brett Sutter,FA,LW,3,0,0,0,-1,4,2,0,0,0,0,0,7,0
Nicholas Drazenovic,FA,C,8,0,0,0,-2,4,5,0,0,0,0,0,8,1
Marc-Andre Gragnani,FA,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Derek Joslin,FA,D,2,0,0,0,-2,0,2,0,0,0,0,0,4,4
Trevor Smith,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Andrew Gordon,FA,RW,6,0,0,0,-1,0,2,0,0,0,0,0,4,1
Nicolas Blanchard,MON,C,9,0,0,0,-2,20,6,0,0,0,0,0,22,2
Jan Mursak,DET,RW,2,0,0,0,0,4,0,0,0,0,0,0,0,0
Derek Smith,ARI,D,22,0,1,1,-5,10,18,0,0,0,0,0,7,24
Theo Peckham,FA,D,4,0,0,0,-1,6,2,0,0,0,0,0,14,5
Ian Cole,TB,D,15,0,1,1,-4,10,10,0,0,0,0,0,6,22
Keaton Ellerby,FA,D,44,0,3,3,3,52,23,0,0,0,0,0,74,43
Mike Lundin,FA,D,11,0,1,1,-2,0,13,0,0,0,0,0,2,7
Matt Hunwick,FA,D,43,0,6,6,4,16,57,0,0,0,0,0,40,59
Jake Dowell,FA,C,2,0,0,0,0,0,3,0,0,0,0,0,2,0
Brendan Smith,NJ,D,34,0,8,8,1,36,33,0,0,2,0,0,20,35
Nick Petrecki,BUF,D,1,0,0,0,0,0,0,0,0,0,0,0,1,2
Mattias Tedenby,FA,LW,4,0,1,1,0,2,2,0,0,0,0,0,1,1
Yannick Weber,FA,D,6,0,2,2,-1,2,3,0,0,1,0,0,3,4
Stu Bickel,FA,D,16,0,0,0,-2,49,2,0,0,0,0,0,13,6
Joe Colborne,FA,C,5,0,0,0,-1,2,4,0,0,0,0,0,11,0
Jake Gardiner,CAR,D,12,0,4,4,0,0,12,0,0,2,0,0,13,15
Ryan Wilson,FA,D,12,0,3,3,4,8,23,0,0,0,0,0,17,12
Tyson Strachan,FA,D,38,0,4,4,-13,40,42,0,0,0,0,0,110,62
Dylan Reese,FA,D,3,0,0,0,0,0,1,0,0,0,0,0,0,4
Akim Aliu,FA,RW,5,0,0,0,-2,14,2,0,0,0,0,0,5,2
Ben Lovejoy,FA,D,35,0,10,10,4,29,58,0,0,3,0,1,76,42
Alexandre Bolduc,FA,C,14,0,0,0,-4,2,17,0,0,0,0,0,21,3
Bracken Kearns,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,3,0
Michael Caruso,FA,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,2
Peter Regin,FA,C,27,0,3,3,-4,8,37,0,0,0,0,0,12,8
Jesse Joensuu,FA,RW,7,0,2,2,2,6,15,0,0,0,0,0,12,0
J.T. Wyman,FA,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
Mike Kostka,FA,D,35,0,8,8,-7,27,49,0,0,5,0,0,49,66
Nick Holden,OTT,D,2,0,0,0,1,0,2,0,0,0,0,0,3,0
Brett Bellemore,FA,D,8,0,2,2,-2,7,3,0,0,0,0,0,14,13
Andreas Nodl,FA,RW,8,0,1,1,-1,2,6,0,0,0,0,0,13,3
Micheal Haley,FA,LW,9,0,0,0,-1,12,4,0,0,0,0,0,21,5
Matt Anderson,NJ,RW,2,0,1,1,1,0,0,0,0,0,0,0,0,1
Darroll Powe,FA,C,42,0,0,0,-1,27,23,0,0,0,0,0,82,22
Brett Clark,FA,D,8,0,1,1,-9,0,6,0,0,0,0,0,5,11
Hal Gill,FA,D,32,0,0,0,-3,12,8,0,0,0,0,0,28,38
Jay Pandolfo,FA,LW,18,0,0,0,-2,2,11,0,0,0,0,0,25,8
Derek Morris,FA,D,39,0,11,11,-6,36,68,0,0,3,0,0,92,69
Jamal Mayers,FA,RW,19,0,2,2,2,16,10,0,0,0,0,0,26,4
Roman Hamrlik,FA,D,16,0,1,1,-4,8,7,0,0,0,0,0,8,14
Jamie Langenbrunner,FA,RW,4,0,1,1,1,0,5,0,0,0,0,0,4,0
Adrian Aucoin,FA,D,36,0,4,4,-8,16,26,0,0,0,0,0,43,13
Ed Jovanovski,FA,D,6,0,1,1,-4,0,6,0,0,0,0,0,3,8
Brad Stuart,FA,D,48,0,6,6,4,25,39,0,0,0,0,1,87,89
Michal Rozsival,FA,D,27,0,12,12,18,14,13,0,0,0,0,1,44,28
Mark Eaton,FA,D,23,0,0,0,9,4,8,0,0,0,0,0,9,33
Cory Sarich,FA,D,28,0,2,2,-8,16,14,0,0,0,0,0,43,33
Eric Boulton,FA,LW,15,0,0,0,-4,36,5,0,0,0,0,0,23,6
Toni Lydman,FA,D,35,0,6,6,-1,12,28,0,0,0,0,1,83,76
Marty Reasoner,FA,C,31,0,5,5,-3,4,34,0,0,0,0,0,21,14
Manny Malhotra,FA,C,9,0,0,0,-3,0,2,0,0,0,0,0,8,4
Bryan Allen,FA,D,41,0,6,6,1,34,25,0,0,0,0,0,63,66
Bryce Salvador,FA,D,39,0,2,2,-12,22,29,0,0,0,0,0,36,79
Tom Poti,FA,D,16,0,2,2,-2,2,8,0,0,1,0,0,5,15
Scott Hannan,FA,D,33,0,1,1,-14,22,25,0,0,0,0,0,35,54
Tomas Kaberle,FA,D,10,0,3,3,4,0,11,0,0,0,0,0,2,11
Keith Ballard,FA,D,36,0,2,2,-2,29,35,0,0,0,0,0,45,34
Kent Huskins,PHI,D,19,0,1,1,-3,4,4,0,0,0,0,0,18,37
Tim Brent,FA,C,30,0,3,3,-3,8,23,0,0,2,0,0,31,15
Anton Babchuk,CGY,D,7,0,1,1,-1,0,5,0,0,0,0,0,1,9
Jody Shelley,FA,LW,1,0,0,0,0,0,0,0,0,0,0,0,3,0
Mikael Samuelsson,FA,RW,4,0,1,1,-3,0,4,0,0,0,0,0,6,1
Nolan Yonkman,FA,D,7,0,0,0,-1,11,4,0,0,0,0,0,12,2
Ron Hainsey,FA,D,47,0,13,13,-8,10,52,0,0,1,0,0,36,123
Darcy Hordichuk,FA,LW,4,0,0,0,-1,2,0,0,0,0,0,0,6,0
Adam Hall,FA,RW,37,0,4,4,0,23,34,0,0,0,0,0,59,26
Robyn Regehr,FA,D,41,0,4,4,-4,23,27,0,0,0,0,0,100,69
Toby Petersen,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Eric Belanger,FA,C,26,0,3,3,-1,10,31,0,0,0,0,0,19,15
Andreas Lilja,PHI,D,4,0,0,0,-1,0,2,0,0,0,0,0,12,7
Brooks Orpik,FA,D,46,0,8,8,17,32,32,0,0,0,0,0,119,114
Krys Barch,FA,RW,22,0,0,0,1,44,4,0,0,0,0,0,25,3
Carlo Colaiacovo,FA,D,6,0,1,1,-4,2,12,0,0,1,0,0,12,10
Cody McCormick,FA,C,8,0,0,0,-2,10,6,0,0,0,0,0,17,5
Aaron Johnson,FA,D,10,0,0,0,0,10,8,0,0,0,0,0,18,5
Steve Eminger,FA,D,35,0,3,3,9,8,22,0,0,0,0,0,53,41
Aaron Rome,FA,D,27,0,5,5,-2,18,15,0,0,0,0,0,43,32
Matt Ellis,FA,C,6,0,0,0,0,0,8,0,0,0,0,0,0,3
Tim Gleason,FA,D,42,0,9,9,-3,40,36,0,0,1,0,0,90,64
Matt Carkner,FA,D,22,0,2,2,-2,46,19,0,0,0,0,0,27,19
Andrew Alberts,FA,D,24,0,1,1,-7,32,15,0,0,0,0,0,39,31
Mike Komisarek,FA,D,4,0,0,0,2,2,1,0,0,0,0,0,11,6
Kris Newbury,FA,C,6,0,1,1,1,9,4,0,0,0,0,0,9,0
Zbynek Michalek,FA,D,34,0,2,2,4,14,42,0,0,0,0,0,42,87
Greg Zanon,FA,D,44,0,6,6,-16,28,40,0,0,0,0,1,65,124
Brandon Segal,FA,RW,1,0,0,0,0,2,0,0,0,0,0,0,0,1
Matt Greene,FA,D,5,0,1,1,-1,8,3,0,0,0,0,0,22,5
Mathieu Roy,FA,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
Steven MacIntyre,ANH,LW,1,0,0,0,0,12,0,0,0,0,0,0,2,0
Jamie Tardif,FA,RW,2,0,0,0,0,0,1,0,0,0,0,0,4,2
Deryk Engelland,FA,D,42,0,6,6,5,54,31,0,0,0,0,0,70,57
Shane O'Brien,FA,D,28,0,4,4,0,60,28,0,0,0,0,0,42,36
Paul Bissonnette,FA,LW,28,0,6,6,2,36,13,0,0,0,0,0,36,8
Cam Janssen,FA,RW,4,0,0,0,-1,2,0,0,0,0,0,0,5,0
Derek Meech,FA,D,16,0,1,1,0,2,5,0,0,0,0,0,24,12
Cam Barker,FA,D,14,0,2,2,-3,4,19,0,0,0,0,0,16,16
Eric Selleck,FA,LW,2,0,1,1,2,17,2,0,0,0,0,0,5,0
David Savard,MON,D,4,0,0,0,-3,0,1,0,0,0,0,0,4,2
Mark Barberio,FA,D,2,0,0,0,-2,0,1,0,0,0,0,0,0,1
Justin Braun,PHI,D,41,0,7,7,-5,6,48,0,0,1,0,0,53,51
Carter Bancks,FA,LW,2,0,0,0,0,0,0,0,0,0,0,0,6,3
Matt Bartkowski,FA,D,11,0,2,2,0,6,9,0,0,0,0,0,11,3
Eric Gelinas,FA,D,1,0,0,0,-1,0,1,0,0,0,0,0,1,0
Erik Gudbranson,CLS,D,32,0,4,4,-22,47,49,0,0,1,0,0,80,32
Riley Sheahan,FA,C,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Jarred Tinordi,CHI,D,8,0,2,2,5,2,5,0,0,0,0,0,14,6
Chris VandeVelde,FA,C,11,0,0,0,-3,4,7,0,0,0,0,0,12,3
Brandon Bollig,FA,LW,25,0,0,0,-1,51,34,0,0,0,0,0,41,6
Michal Jordan,FA,D,5,0,0,0,-2,2,2,0,0,0,0,0,0,2
Scott Timmins,FA,C,5,0,0,0,-2,4,6,0,0,0,0,0,6,5
Brandon McMillan,FA,LW,6,0,1,1,-1,2,2,0,0,0,0,0,4,1
Alexander Urbom,FA,D,1,0,0,0,-1,0,0,0,0,0,0,0,1,1
Patrice Cormier,FA,C,10,0,0,0,-3,7,4,0,0,0,0,0,15,2
Colby Robak,FA,D,16,0,1,1,-1,17,15,0,0,0,0,0,4,13
Mike Hoffman,MON,LW,3,0,0,0,-1,2,6,0,0,0,0,0,8,2
Eric Wellwood,FA,LW,4,0,0,0,0,0,2,0,0,0,0,0,2,1
Ryan Stanton,FA,D,1,0,0,0,1,2,1,0,0,0,0,0,1,2
Nate Prosser,FA,D,17,0,0,0,4,4,5,0,0,0,0,0,17,22
Matt Taormina,FA,D,2,0,0,0,-1,0,0,0,0,0,0,0,5,3
Jared Staal,FA,RW,2,0,0,0,-2,2,3,0,0,0,0,0,12,1
Victor Bartley,FA,D,24,0,7,7,2,6,19,0,0,0,0,0,35,28
Jon Rheault,FA,RW,5,0,0,0,0,0,5,0,0,0,0,0,12,4
Matt Gilroy,FA,D,15,0,0,0,-3,6,14,0,0,0,0,0,6,6
Shawn Lalonde,FA,D,1,0,0,0,1,0,0,0,0,0,0,0,3,0
Justin Falk,FA,D,36,0,3,3,-9,40,27,0,0,0,0,0,53,39
Colton Sceviour,FA,RW,1,0,1,1,-1,0,0,0,0,0,0,0,1,1
Brandon Mashinter,FA,LW,4,0,0,0,-2,0,2,0,0,0,0,0,7,1
Anthony Peluso,EDM,RW,5,0,2,2,1,14,4,0,0,0,0,0,7,0
Tim Erixon,FA,D,31,0,5,5,4,14,21,0,0,2,0,0,20,35
David Rundblad,FA,D,8,0,1,1,-5,0,9,0,0,0,0,0,7,9
Brian Strait,FA,D,19,0,4,4,4,10,13,0,0,0,0,0,33,21
Benn Ferriero,FA,RW,4,0,1,1,0,0,4,0,0,0,0,0,4,2
Paul Byron,MON,C,4,0,1,1,-2,2,1,0,0,0,0,0,3,1
Mark Stone,VGK,RW,4,0,0,0,-1,2,3,0,0,0,0,0,10,0
Joonas Rask,FA,C,2,0,1,1,-1,0,0,0,0,0,0,0,0,0
Brandon Pirri,FA,C,1,0,0,0,0,0,2,0,0,0,0,0,1,1
Michael Sgarbossa,WAS,LW,6,0,0,0,-3,4,6,0,0,0,0,0,4,1
Dmitry Orlov,WAS,D,5,0,1,1,5,0,1,0,0,0,0,0,2,4
Quinton Howden,FA,LW,18,0,0,0,-11,2,22,0,0,0,0,0,21,6
Bill Sweatt,VAN,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
Christian Thomas,FA,RW,1,0,0,0,0,0,2,0,0,0,0,0,3,0
Devante Smith-Pelly,FA,RW,7,0,0,0,-4,0,5,0,0,0,0,0,14,4
Ryan Spooner,FA,C,4,0,0,0,0,0,4,0,0,0,0,0,1,2
Johan Larsson,FA,C,1,0,0,0,0,0,2,0,0,0,0,0,2,1
Alex Petrovic,DAL,D,6,0,0,0,-8,25,5,0,0,0,0,0,10,4
Mark Arcobello,FA,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Andy Miele,FA,C,1,0,0,0,1,0,0,0,0,0,0,0,2,0
Harry Zolnierczyk,NYR,LW,7,0,1,1,0,36,4,0,0,0,0,0,7,3
Derek Grant,ANH,C,5,0,0,0,-1,0,5,0,0,0,0,0,8,0
Mark Borowiecki,NSH,D,6,0,0,0,1,18,1,0,0,0,0,0,26,5
Ben Street,FA,C,6,0,1,1,-1,0,13,0,0,0,0,1,8,2
Mattias Ekholm,NSH,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
Anton Lander,FA,C,11,0,1,1,-4,2,11,0,0,0,0,1,7,2
Mark Scheifele,WPG,C,4,0,0,0,0,0,6,0,0,0,0,0,4,0
Adam Larsson,SEA,D,37,0,6,6,4,12,30,0,0,0,0,0,37,49
Chad Ruhwedel,PIT,D,7,0,0,0,0,0,8,0,0,0,0,0,7,8
Drew LeBlanc,FA,C,2,0,0,0,-3,0,3,0,0,0,0,0,0,0
Danny DeKeyser,FA,D,11,0,1,1,4,2,15,0,0,0,0,0,9,9
Scott Laughton,PHI,C,5,0,0,0,0,0,10,0,0,0,0,0,10,1
Filip Forsberg,NSH,RW,5,0,1,1,-5,0,14,0,0,0,0,0,3,0
Harri Pesonen,FA,LW,4,0,0,0,-1,2,3,0,0,0,0,0,4,0
Andrej Sustr,MIN,D,2,0,0,0,1,0,2,0,0,0,0,0,0,1
Brandon Manning,FA,D,6,0,2,2,4,0,5,0,0,0,0,0,15,4
Frank Corrado,FA,D,3,0,0,0,-1,0,4,0,0,0,0,0,8,5
Dmitrij Jaskin,FA,RW,2,0,0,0,-1,0,2,0,0,0,0,0,2,0
Nathan Beaulieu,ANH,D,6,0,2,2,5,0,8,0,0,0,0,0,3,4
Nicklas Jensen,FA,RW,2,0,0,0,-1,0,0,0,0,0,0,0,2,0
Rickard Rakell,PIT,C,4,0,0,0,-2,0,3,0,0,0,0,0,4,0
Ryan Murphy,FA,D,4,0,0,0,-4,2,7,0,0,0,0,0,2,9
Jamie Oleksiak,SEA,D,16,0,2,2,-5,14,11,0,0,0,0,0,32,18
Cameron Schilling,FA,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,1
Greg Pateryn,FA,D,3,0,0,0,0,0,0,0,0,0,0,0,2,1
Torey Krug,STL,D,1,0,1,1,-1,0,0,0,0,1,0,0,0,1
Sean Collins,FA,C,5,0,0,0,-2,6,0,0,0,0,0,0,3,5
Chris Brown,PIT,C,5,0,0,0,0,2,6,0,0,0,0,0,6,0
Matt Tennyson,FA,D,4,0,2,2,2,2,8,0,0,0,0,0,4,2
Matt Konan,FA,D,2,0,0,0,0,0,4,0,0,0,0,0,5,2
Jeremy Welsh,FA,C,5,0,1,1,1,0,4,0,0,0,0,0,6,0
Daniel Bang,FA,RW,8,0,2,2,-2,0,13,0,0,0,0,0,12,0
Jonathan Marchessault,VGK,LW,2,0,0,0,-1,0,0,0,0,0,0,0,1,0
