,,,,Overall,,,,,,,PP,,SH,,Defense,
Matt Carey,FA,C,2,1,0,1,-1,2,1,0,0,0,0,0,2,0
Eriah Hayes,FA,RW,15,1,0,1,-2,2,17,0,0,0,0,0,40,10
Anton Belov,FA,D,57,1,6,7,-12,34,54,0,0,2,0,0,103,75
Corban Knight,FA,C,7,1,0,1,-1,0,4,0,0,0,0,0,9,4
Nikita Zadorov,CGY,D,7,1,0,1,-4,4,4,0,0,0,0,0,25,3
Simon Moser,FA,LW,6,1,1,2,0,2,7,0,0,0,0,0,5,1
Johnny Gaudreau,CLS,LW,1,1,0,1,1,0,1,0,0,0,0,0,0,0
John Persson,FA,LW,10,1,0,1,-4,6,16,0,0,0,0,0,18,6
Josh Leivo,STL,LW,7,1,1,2,0,0,4,0,0,0,0,0,5,0
Chris Brown,PIT,C,12,1,1,2,0,17,8,0,0,0,0,0,22,1
Philip Varone,FA,C,9,1,1,2,-3,4,15,0,0,0,0,0,7,2
Dmitrij Jaskin,FA,RW,18,1,1,2,-3,8,18,0,0,0,0,0,40,5
Mike Halmo,FA,RW,20,1,0,1,-1,32,25,0,0,0,0,0,52,4
Frank Corrado,FA,D,15,1,0,1,-2,4,20,0,0,0,0,0,9,17
John Albert,FA,C,9,1,0,1,-3,0,5,0,0,0,0,0,8,3
Jeremy Welsh,FA,C,19,1,0,1,-1,6,13,0,0,0,0,0,16,8
Luke Glendening,DAL,C,56,1,6,7,-8,22,54,0,0,0,0,0,92,38
Matt Dumba,MIN,D,13,1,1,2,-5,2,12,0,1,1,0,0,9,3
Filip Forsberg,NSH,RW,13,1,4,5,-8,4,20,0,1,3,0,0,6,2
Colton Sissons,NSH,RW,17,1,3,4,0,4,13,0,0,0,0,0,9,9
Connor Carrick,BOS,D,34,1,5,6,-9,23,26,0,0,0,0,0,25,56
Kellan Lain,FA,RW,9,1,0,1,1,21,7,0,0,0,0,0,7,1
Andrej Sustr,MIN,D,43,1,7,8,3,16,39,0,0,0,0,2,26,36
Zach Redmond,FA,D,10,1,2,3,1,0,10,0,0,0,0,0,7,11
Roman Horak,EDM,C,3,1,0,1,-1,0,2,0,0,0,0,0,0,4
Mattias Ekholm,NSH,D,62,1,8,9,-8,10,58,0,0,0,0,1,42,55
Kevan Miller,FA,D,47,1,5,6,20,38,41,1,0,0,0,0,103,85
Mark Borowiecki,NSH,D,13,1,0,1,-2,48,6,0,0,0,0,0,41,13
Aaron Ness,FA,D,20,1,2,3,-13,10,23,0,0,0,0,0,14,26
Adam Almquist,FA,D,2,1,0,1,-1,0,2,0,0,0,0,0,1,0
Nicolas Deslauriers,PHI,LW,17,1,0,1,-10,18,30,0,0,0,0,0,51,3
Adam Larsson,SEA,D,26,1,2,3,-1,12,20,1,0,0,0,0,41,37
Oscar Klefbom,EDM,D,17,1,2,3,-6,0,14,0,0,0,0,0,6,25
Connor Murphy,CHI,D,30,1,7,8,5,10,30,1,0,0,0,0,44,38
Tyler Pitlick,STL,C,10,1,0,1,-2,0,9,0,0,0,0,0,26,4
Mark Pysyk,DET,D,44,1,6,7,-11,16,51,1,0,2,0,0,37,57
Brett Connolly,FA,RW,11,1,0,1,-5,4,12,1,0,0,0,0,9,1
David Warsofsky,FA,D,6,1,1,2,1,0,10,0,0,0,0,0,0,4
Carl Klingberg,NYR,LW,3,1,0,1,2,0,3,0,0,0,0,0,2,1
Joakim Nordstrom,FA,C,16,1,2,3,-2,2,26,0,0,0,0,0,17,7
Justin Florek,FA,LW,4,1,1,2,1,0,5,0,0,0,0,0,4,0
Kenny Agostino,FA,LW,8,1,1,2,-2,0,12,0,0,0,0,0,9,3
Jerry D'Amigo,FA,RW,22,1,2,3,-1,0,12,0,0,0,0,0,23,4
Stefan Elliott,FA,D,1,1,0,1,0,0,1,0,0,0,0,0,2,0
Darren Archibald,OTT,RW,16,1,2,3,1,0,11,0,0,0,0,0,30,9
Jordan Caron,FA,RW,35,1,2,3,-8,36,52,0,0,0,0,0,47,9
Alexander Urbom,FA,D,20,1,1,2,1,19,16,0,0,0,0,1,25,13
Ryan Stanton,FA,D,64,1,15,16,5,32,65,0,0,0,0,0,97,81
Michael Latta,FA,C,17,1,3,4,0,12,6,0,0,0,0,0,14,2
Luke Adam,FA,LW,12,1,0,1,0,4,16,0,0,0,0,0,16,1
Kevin Connauton,PHI,D,36,1,7,8,-6,16,56,0,0,2,0,0,43,29
Chris Breen,BOS,D,9,0,2,2,1,5,4,0,0,0,0,0,3,7
Matt Bartkowski,FA,D,64,0,18,18,22,30,91,0,0,0,0,0,155,56
Cody Goloubef,FA,D,5,0,0,0,0,2,4,0,0,0,0,0,3,7
Gabriel Dumont,TB,C,2,0,0,0,0,0,1,0,0,0,0,0,3,0
Jamie Devane,FA,LW,2,0,0,0,-1,0,1,0,0,0,0,0,2,0
Brett Gallant,FA,LW,4,0,0,0,0,17,3,0,0,0,0,0,9,0
Mitch Callahan,FA,RW,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Linus Omark,FA,LW,14,0,2,2,-6,6,10,0,0,2,0,0,4,3
Chris VandeVelde,FA,C,18,0,1,1,-3,6,8,0,0,1,0,0,24,6
Landon Ferraro,FA,RW,4,0,0,0,0,2,2,0,0,0,0,0,7,2
Ben Chiarot,DET,D,1,0,0,0,-3,0,0,0,0,0,0,0,3,0
Lane MacDermid,FA,LW,7,0,2,2,1,12,1,0,0,0,0,0,10,3
James Wright,FA,C,59,0,2,2,-3,15,41,0,0,0,0,0,63,20
Colby Robak,FA,D,16,0,2,2,-4,6,15,0,0,0,0,1,17,19
Bobby Butler,FA,RW,2,0,1,1,1,2,5,0,0,0,0,0,2,0
Patrice Cormier,FA,C,9,0,3,3,2,7,4,0,0,0,0,0,20,3
Robert Bortuzzo,STL,D,54,0,10,10,-3,74,50,0,0,0,0,1,137,73
Zach Sill,FA,RW,20,0,0,0,-4,12,14,0,0,0,0,0,57,18
Benn Ferriero,FA,RW,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Brandon Yip,FA,RW,2,0,0,0,0,0,1,0,0,0,0,0,6,1
Brayden McNabb,VGK,D,12,0,0,0,1,6,10,0,0,0,0,0,25,12
Taylor Beck,FA,LW,7,0,0,0,-2,6,9,0,0,0,0,0,4,5
Freddie Hamilton,FA,C,11,0,0,0,-5,2,13,0,0,0,0,0,24,3
Jesper Fast,CAR,RW,11,0,0,0,-5,2,7,0,0,0,0,0,20,7
Patrick Holland,FA,RW,5,0,0,0,0,0,2,0,0,0,0,0,2,4
Zach Trotman,FA,D,2,0,0,0,0,0,4,0,0,0,0,0,2,0
Craig Cunningham,FA,LW,2,0,0,0,0,0,4,0,0,0,0,0,1,0
Bill Arnold,FA,C,1,0,0,0,-1,0,0,0,0,0,0,0,1,0
Teemu Pulkkinen,FA,RW,3,0,0,0,0,2,4,0,0,0,0,0,2,0
Petter Granberg,FA,D,1,0,0,0,0,0,0,0,0,0,0,0,3,1
Greg McKegg,EDM,C,1,0,0,0,0,0,1,0,0,0,0,0,2,0
Max Reinhart,FA,C,8,0,2,2,1,2,7,0,0,0,0,0,1,0
Julian Melchiori,FA,D,1,0,0,0,-1,0,0,0,0,0,0,0,1,1
Michael Chaput,FA,C,17,0,1,1,0,2,6,0,0,0,0,0,34,10
Ryan Spooner,FA,C,23,0,11,11,0,6,42,0,0,6,0,0,10,6
Martin Marincin,FA,D,44,0,6,6,-2,16,28,0,0,1,0,1,17,60
Johan Larsson,FA,C,28,0,4,4,0,19,21,0,0,0,0,0,52,19
Brett Bulmer,FA,LW,5,0,0,0,-2,2,7,0,0,0,0,0,14,2
Christian Thomas,FA,RW,2,0,0,0,-1,0,1,0,0,0,0,0,1,1
Patrik Nemeth,ARI,D,8,0,0,0,-3,6,3,0,0,0,0,0,16,11
Brandon Gormley,FA,D,5,0,0,0,4,2,4,0,0,0,0,0,5,8
Dylan McIlrath,WAS,D,2,0,0,0,-1,7,0,0,0,0,0,0,2,1
Alex Petrovic,DAL,D,7,0,1,1,3,8,4,0,0,0,0,0,24,5
Jarred Tinordi,CHI,D,22,0,2,2,-2,40,10,0,0,0,0,0,42,27
Vladislav Namestnikov,TB,C,4,0,0,0,-1,4,4,0,0,0,0,0,3,1
Nathan Beaulieu,ANH,D,17,0,2,2,6,8,15,0,0,0,0,0,7,20
Jamie Oleksiak,SEA,D,7,0,0,0,-3,2,5,0,0,0,0,0,16,14
Rickard Rakell,PIT,C,18,0,4,4,-3,2,22,0,0,0,0,0,21,4
David Broll,MON,LW,5,0,1,1,1,5,3,0,0,0,0,0,7,2
Ty Rattie,FA,RW,2,0,0,0,-2,0,4,0,0,0,0,0,1,0
Scott Mayfield,NYI,D,5,0,0,0,-3,7,7,0,0,0,0,0,7,8
Garrett Wilson,FA,LW,3,0,0,0,-1,0,4,0,0,0,0,0,11,2
Linden Vey,FA,C,18,0,5,5,0,0,8,0,0,1,0,1,2,1
Joonas Nattinen,MON,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Derek Grant,ANH,C,20,0,2,2,-3,4,31,0,0,0,0,0,32,11
Jason Akeson,FA,RW,1,0,1,1,1,0,2,0,0,0,0,0,1,0
Joe Whitney,FA,LW,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Peter LeBlanc,WAS,C,1,0,0,0,0,0,0,0,0,0,0,0,2,1
Anton Lander,FA,C,27,0,1,1,-10,4,18,0,0,0,0,0,29,8
Mike Sislo,FA,RW,14,0,0,0,-1,0,20,0,0,0,0,0,19,4
Andy Miele,FA,C,7,0,2,2,4,5,6,0,0,0,0,0,4,2
Philip Samuelsson,FA,D,5,0,0,0,-1,0,5,0,0,0,0,0,5,7
Ben Street,FA,C,13,0,1,1,-2,4,17,0,0,0,0,0,14,6
Ben Hanowski,FA,RW,11,0,2,2,-2,2,10,0,0,0,0,0,13,1
Conor Allen,FA,D,3,0,0,0,-1,0,2,0,0,0,0,0,1,1
Dmitry Korobov,FA,D,3,0,1,1,0,2,0,0,0,0,0,0,5,0
Cedric Paquette,FA,C,2,0,1,1,1,0,1,0,0,0,0,0,2,4
Jake McCabe,CHI,D,7,0,1,1,-3,15,1,0,0,0,0,0,5,10
Teuvo Teravainen,CAR,C,3,0,0,0,0,0,4,0,0,0,0,0,1,0
Brian Dumoulin,PIT,D,6,0,1,1,1,4,3,0,0,0,0,0,1,8
Paul Carey,FA,RW,12,0,0,0,2,0,6,0,0,0,0,0,11,2
Brad Hunt,COL,D,3,0,0,0,-3,0,1,0,0,0,0,0,0,2
Karl Stollery,FA,D,2,0,0,0,1,2,1,0,0,0,0,0,3,0
Adam Payerl,FA,C,2,0,0,0,-1,2,4,0,0,0,0,0,6,2
Alexey Marchenko,FA,D,1,0,0,0,2,2,0,0,0,0,0,0,0,0
Sean Collins,FA,C,6,0,1,1,1,0,6,0,0,0,0,0,9,1
Cameron Schilling,FA,D,1,0,0,0,-2,0,2,0,0,0,0,0,2,0
Spencer Abbott,FA,LW,1,0,0,0,-2,0,2,0,0,0,0,0,1,0
Jonathan Racine,NYR,D,1,0,0,0,-1,2,0,0,0,0,0,0,1,4
Alexander Khokhlachev,FA,C,1,0,0,0,0,2,2,0,0,0,0,0,1,0
Xavier Ouellet,PIT,D,4,0,0,0,0,2,4,0,0,0,0,0,7,1
Johan Sundstrom,FA,C,11,0,1,1,0,6,13,0,0,0,0,0,4,2
Ryan Sproul,FA,D,1,0,0,0,0,0,3,0,0,0,0,0,2,2
Lucas Lessio,FA,LW,3,0,0,0,-2,2,4,0,0,0,0,0,2,0
Tyler Wotherspoon,NJ,D,14,0,4,4,-3,4,3,0,0,0,0,0,8,17
Kevin Czuczman,FA,D,13,0,2,2,-5,14,24,0,0,0,0,0,15,13
Mike Zalewski,FA,LW,2,0,1,1,2,0,2,0,0,1,0,0,0,0
Chad Ruhwedel,PIT,D,21,0,1,1,-3,2,35,0,0,1,0,0,20,29
Chad Billins,FA,D,10,0,3,3,-3,0,3,0,0,0,0,0,0,9
Matt Lindblad,FA,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Wey,FA,D,9,0,3,3,0,5,5,0,0,0,0,0,11,4
Cody Kunyk,FA,C,1,0,0,0,0,0,2,0,0,0,0,0,1,1
Bryce Van Brabant,FA,LW,6,0,0,0,-1,2,4,0,0,0,0,0,17,4
Christian Folin,FA,D,1,0,1,1,3,0,0,0,0,0,0,0,1,0
Nick Schultz,FA,D,69,0,5,5,-13,28,35,0,0,0,0,1,73,132
Radek Martinek,FA,D,13,0,3,3,4,4,12,0,0,0,0,0,9,9
Nolan Yonkman,FA,D,2,0,1,1,-1,0,3,0,0,0,0,0,7,2
Denis Grebeshkov,FA,D,7,0,1,1,0,2,3,0,0,0,0,0,3,9
Jordin Tootoo,FA,RW,11,0,1,1,-3,5,11,0,0,0,0,0,27,1
Ben Eager,FA,LW,7,0,1,1,1,2,4,0,0,0,0,0,9,2
Ryan Whitney,FA,D,7,0,0,0,-7,6,8,0,0,0,0,0,4,10
Krys Barch,FA,RW,55,0,4,4,-10,99,19,0,0,0,0,0,64,6
Anton Volchenkov,FA,D,56,0,8,8,3,20,42,0,0,0,0,1,129,91
Michael Rupp,FA,RW,13,0,1,1,1,23,6,0,0,0,0,0,13,0
Jean-Philippe Cote,FA,D,19,0,4,4,0,22,12,0,0,0,0,0,40,22
Colton Orr,FA,RW,54,0,0,0,-3,110,12,0,0,0,0,0,112,10
Jerred Smithson,FA,C,18,0,0,0,-5,9,2,0,0,0,0,0,36,9
Aaron Rome,FA,D,25,0,1,1,-6,11,15,0,0,0,0,0,20,38
Bryan Allen,FA,D,68,0,10,10,20,75,60,0,0,0,0,1,121,118
Hal Gill,FA,D,6,0,0,0,0,2,1,0,0,0,0,0,7,6
Arron Asham,FA,RW,6,0,0,0,-5,14,1,0,0,0,0,0,8,1
Mike Mottau,FA,D,8,0,0,0,-3,4,1,0,0,0,0,0,3,5
Ryan Craig,FA,C,6,0,0,0,-3,0,4,0,0,0,0,0,8,1
Douglas Murray,FA,D,53,0,2,2,-12,42,26,0,0,0,0,0,144,115
Andrew Alberts,FA,D,10,0,0,0,1,0,5,0,0,0,0,0,6,7
Matt Carkner,FA,D,53,0,3,3,-10,149,50,0,0,0,0,0,58,59
Robert Scuderi,FA,D,53,0,4,4,-8,2,28,0,0,0,0,0,18,90
Keith Aucoin,FA,C,2,0,0,0,-3,0,1,0,0,0,0,0,0,0
Kris Newbury,FA,C,4,0,1,1,0,7,1,0,0,0,0,0,10,0
Mike Komisarek,FA,D,32,0,4,4,-4,14,20,0,0,0,0,0,70,27
David Steckel,FA,C,6,0,0,0,0,0,8,0,0,0,0,0,15,3
Shane O'Brien,FA,D,45,0,3,3,-8,58,16,0,0,0,0,0,56,38
George Parros,FA,RW,22,0,1,1,-6,85,4,0,0,0,0,0,14,5
Colin Fraser,FA,C,33,0,2,2,-4,30,22,0,0,0,0,0,58,20
Rostislav Olesz,FA,LW,10,0,2,2,-1,0,9,0,0,1,0,0,11,1
Gilbert Brule,FA,C,3,0,0,0,-1,2,3,0,0,0,0,0,3,1
Justin Falk,FA,D,21,0,2,2,-5,20,10,0,0,0,0,0,39,28
Andrew Campbell,FA,D,3,0,0,0,0,0,4,0,0,0,0,0,3,1
Yann Sauve,FA,D,3,0,0,0,-2,0,1,0,0,0,0,0,5,2
Carson McMillan,TOR,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Matt Taormina,FA,D,7,0,0,0,0,0,6,0,0,0,0,0,5,6
Keith Aulie,FA,D,15,0,1,1,-3,9,6,0,0,0,0,0,17,15
Mark Cundari,FA,D,4,0,0,0,-4,0,6,0,0,0,0,0,10,4
Ryan Stoa,FA,C,3,0,0,0,-1,0,2,0,0,0,0,0,4,1
Aaron Palushaj,FA,RW,2,0,0,0,-1,0,2,0,0,0,0,0,3,0
Brandon Mashinter,FA,LW,6,0,0,0,-1,10,3,0,0,0,0,0,5,1
Tim Erixon,FA,D,2,0,0,0,2,2,1,0,0,0,0,0,1,1
Carter Ashton,FA,RW,32,0,3,3,1,19,23,0,0,0,0,0,46,7
Simon Despres,FA,D,34,0,5,5,4,26,41,0,0,1,0,0,72,46
David Rundblad,FA,D,17,0,1,1,-4,6,21,0,0,1,0,0,18,14
Louis Leblanc,FA,C,8,0,0,0,1,4,7,0,0,0,0,0,3,7
Nicolas Deschamps,FA,C,3,0,0,0,-1,0,2,0,0,0,0,0,1,0
Mark Van Guilder,FA,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Gaunce,FA,D,9,0,0,0,1,7,9,0,0,0,0,0,11,4
Ryan Wilson,FA,D,28,0,6,6,1,12,23,0,0,0,0,0,53,17
Justin Johnson,TOR,RW,2,0,0,0,-1,7,0,0,0,0,0,0,6,0
Dana Tyrell,FA,RW,7,0,0,0,0,4,4,0,0,0,0,0,10,3
Tyson Strachan,FA,D,18,0,2,2,-2,28,7,0,0,0,0,0,31,30
Chris Mueller,PHI,C,9,0,0,0,-2,0,8,0,0,0,0,0,11,4
Ville Leino,FA,LW,58,0,15,15,-16,10,38,0,0,6,0,0,26,25
Darroll Powe,FA,C,1,0,0,0,-2,0,0,0,0,0,0,0,1,0
Brad Mills,FA,C,3,0,0,0,-1,0,2,0,0,0,0,0,9,1
Chris Porter,FA,LW,22,0,1,1,-3,0,24,0,0,0,0,0,68,3
Pierre-Cedric Labrie,TB,LW,13,0,0,0,-4,20,2,0,0,0,0,0,24,2
Corey Potter,FA,D,19,0,5,5,-1,21,17,0,0,2,0,0,20,18
Maxime Fortunus,FA,D,1,0,1,1,1,0,0,0,0,0,0,0,0,1
Kevin Porter,FA,C,12,0,1,1,-5,2,3,0,0,0,0,0,24,4
Chris Terry,FA,LW,10,0,2,2,-4,0,13,0,0,2,0,0,9,6
Nick Johnson,FA,RW,9,0,0,0,-4,0,10,0,0,0,0,0,3,5
Jack Hillen,FA,D,13,0,1,1,-4,4,12,0,0,0,0,0,10,16
Joe Piskula,FA,D,2,0,0,0,1,0,2,0,0,0,0,0,2,0
Travis Morin,FA,C,4,0,1,1,2,0,4,0,0,0,0,0,0,1
Steve Pinizzotto,FA,RW,6,0,2,2,-1,15,2,0,0,0,0,0,10,1
Cory Emmerton,FA,C,18,0,2,2,-2,4,22,0,0,0,0,0,7,5
Pierre Luc Letourneau-Leblond,FA,LW,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Joey Crabb,FA,RW,9,0,1,1,-2,7,5,0,0,0,0,0,23,5
Adam Pardy,FA,D,60,0,6,6,4,38,47,0,0,0,0,0,77,55
Frazer McLaren,FA,LW,27,0,0,0,-2,77,4,0,0,0,0,0,24,3
Derek Smith,ARI,D,14,0,1,1,-10,2,12,0,0,0,0,0,6,6
Nicholas Drazenovic,FA,C,1,0,0,0,-1,2,3,0,0,0,0,0,1,0
Alexander Sulzer,FA,D,25,0,2,2,-3,8,21,0,0,1,0,1,11,44
Matt Hunwick,FA,D,1,0,0,0,0,0,1,0,0,0,0,0,1,2
Jake Dowell,FA,C,1,0,0,0,-1,0,1,0,0,0,0,0,3,0
Jonathon Blum,FA,D,15,0,1,1,-1,0,11,0,0,0,0,0,10,13
Michael Blunden,FA,RW,7,0,0,0,-2,5,2,0,0,0,0,0,16,3
Ryan Hamilton,FA,LW,2,0,0,0,-2,0,0,0,0,0,0,0,3,1
Cody Bass,FA,C,1,0,0,0,0,5,0,0,0,0,0,0,0,0
Patrick Kaleta,FA,RW,5,0,0,0,-1,5,0,0,0,0,0,0,11,1
Martin St. Pierre,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Peter Harrold,FA,D,33,0,4,4,-2,14,32,0,0,0,0,0,17,29
Adam Cracknell,ARI,C,19,0,2,2,0,0,16,0,0,0,0,0,33,8
David Van der Gulik,FA,RW,2,0,0,0,0,0,3,0,0,0,0,0,1,2
Adam Burish,FA,RW,15,0,0,0,-4,6,9,0,0,0,0,0,23,9
Andrew Ebbett,FA,C,9,0,1,1,-4,0,9,0,0,0,0,0,10,7
Pascal Pelletier,FA,LW,3,0,0,0,0,0,1,0,0,0,0,0,3,1
Tim Sestito,FA,C,16,0,3,3,1,2,13,0,0,0,0,0,24,9
