,,,,Overall,,,,,,,PP,,SH,,Defense,
Milan Michalek,FA,LW,5,1,1,2,-2,2,6,0,0,0,0,0,7,9
Boyd Gordon,FA,C,13,1,0,1,-5,2,8,0,0,0,0,0,4,7
Jay Bouwmeester,FA,D,81,1,14,15,6,28,106,0,0,1,0,0,67,111
Chris Neil,FA,RW,53,1,3,4,-11,63,42,0,0,0,0,0,108,20
Michal Rozsival,FA,D,22,1,2,3,-3,14,16,1,0,0,0,0,47,25
Kris Russell,FA,D,68,1,12,13,5,23,68,1,0,1,0,0,67,213
Jonathan Ericsson,FA,D,51,1,8,9,-2,63,43,0,0,0,0,0,86,36
Toby Enstrom,FA,D,60,1,13,14,-7,42,46,0,0,6,1,0,24,94
Vladimir Sobotka,FA,C,1,1,0,1,0,0,2,0,0,0,0,0,0,0
Derek Dorsett,FA,RW,14,1,3,4,-6,33,24,0,0,0,0,0,35,6
Luke Schenn,VAN,D,78,1,7,8,-9,85,94,0,0,0,0,0,286,134
Ben Lovejoy,FA,D,82,1,6,7,-7,39,84,1,0,0,0,0,82,150
Taylor Chorney,FA,D,18,1,4,5,8,11,19,1,0,0,0,0,27,29
Yannick Weber,FA,D,73,1,7,8,1,25,72,1,0,0,0,0,72,53
Tanner Glass,FA,LW,11,1,1,2,0,17,8,0,0,0,0,0,37,4
Matt Hunwick,FA,D,72,1,18,19,8,18,73,0,0,0,0,0,91,90
Stephen Gionta,FA,C,26,1,5,6,9,2,17,0,0,0,0,0,56,7
Markus Hannikainen,FA,RW,10,1,1,2,0,6,8,0,0,0,0,0,16,5
Garnet Hathaway,WAS,RW,26,1,4,5,0,44,22,0,0,0,0,0,56,14
Tomas Nosek,BOS,LW,11,1,0,1,-1,2,19,0,0,0,0,0,10,5
John Quenneville,FA,C,12,1,3,4,1,2,21,0,1,1,0,0,15,7
Kasperi Kapanen,PIT,RW,8,1,0,1,-2,0,11,0,0,0,0,0,6,2
Jared McCann,SEA,C,29,1,6,7,-1,4,44,0,0,1,0,0,28,6
Nikita Scherbak,FA,RW,3,1,0,1,1,0,3,0,1,0,0,0,0,1
Julius Honka,FA,D,16,1,4,5,-4,4,34,1,0,1,0,0,9,15
Samuel Henley,FA,C,1,1,0,1,1,2,1,0,0,0,0,0,2,0
Anton Blidh,COL,LW,19,1,1,2,-2,7,26,0,0,0,0,0,41,4
Remi Elie,FA,LW,18,1,6,7,5,8,15,0,0,0,0,0,30,11
John Hayden,SEA,C,12,1,3,4,3,4,22,0,0,0,0,0,44,2
Brad Hunt,COL,D,12,1,5,6,-1,2,14,0,1,1,0,0,0,3
Brian Dumoulin,PIT,D,70,1,14,15,0,14,78,0,0,4,0,0,113,99
Greg Pateryn,FA,D,36,1,8,9,-1,10,42,0,0,0,0,0,69,66
Pontus Aberg,FA,LW,15,1,1,2,-2,4,12,0,0,0,0,0,9,2
Phil Di Giuseppe,VAN,LW,36,1,6,7,-12,15,68,1,0,1,0,0,91,10
Olli Maatta,DET,D,55,1,6,7,17,12,66,0,0,0,0,0,72,102
Jujhar Khaira,CHI,C,10,1,0,1,1,2,10,1,0,0,0,0,20,5
Taylor Leier,FA,LW,10,1,1,2,-1,4,7,0,0,0,0,0,7,0
Seth Helgeson,FA,D,9,1,0,1,2,15,3,0,0,0,0,0,16,11
Wade Megan,FA,C,3,1,0,1,1,0,6,0,0,0,0,0,2,0
Danny O'Regan,ANH,C,3,1,0,1,-2,0,5,0,1,0,0,0,1,2
Curtis Lazar,VAN,C,37,1,3,4,-8,4,26,0,0,0,0,0,66,17
Mirco Mueller,FA,D,4,1,1,2,2,0,3,0,0,0,0,0,2,3
Michael McCarron,NSH,C,31,1,4,5,-4,41,31,0,0,0,0,0,75,11
Nicolas Petan,MIN,C,54,1,12,13,-13,12,57,0,0,8,0,0,12,10
Valentin Zykov,FA,RW,2,1,0,1,1,0,3,0,0,0,0,0,0,0
Tyson Jost,BUF,C,6,1,0,1,-5,0,9,0,0,0,0,0,3,3
Jesse Puljujarvi,EDM,RW,28,1,7,8,5,10,41,0,1,0,0,0,11,10
Griffen Molino,COL,LW,5,0,0,0,-2,0,3,0,0,0,0,0,1,1
Michael Kapla,FA,D,5,0,0,0,-1,0,4,0,0,0,0,0,5,5
C.J. Smith,NYR,LW,2,0,1,1,-1,0,2,0,0,0,0,0,0,0
Mike Vecchione,WAS,C,2,0,0,0,-1,0,1,0,0,0,0,0,1,1
Kevin Rooney,CGY,C,4,0,0,0,-3,4,2,0,0,0,0,0,4,1
Dan Renouf,BOS,D,1,0,0,0,0,0,1,0,0,0,0,0,3,0
Clayton Keller,ARI,C,3,0,2,2,-3,0,0,0,0,1,0,0,0,0
Alexander Nylander,PIT,RW,4,0,1,1,-2,0,4,0,0,0,0,0,1,2
Mikhail Sergachev,TB,D,4,0,0,0,1,0,2,0,0,0,0,0,10,3
Jacob De La Rose,FA,C,9,0,0,0,-3,4,4,0,0,0,0,0,23,5
Nick Sorensen,FA,RW,5,0,1,1,-1,2,7,0,0,0,0,0,2,3
Gustav Olofsson,SEA,D,13,0,3,3,-1,2,7,0,0,1,0,0,10,16
Hunter Shinkaruk,FA,C,7,0,1,1,-3,2,5,0,0,0,0,0,3,3
Ian McCoshen,FA,D,3,0,1,1,0,0,0,0,0,0,0,0,3,2
Ryan Pulock,NYI,D,1,0,0,0,1,0,0,0,0,0,0,0,1,1
Nikita Zadorov,CGY,D,56,0,10,10,-20,73,61,0,0,2,0,0,153,69
Samuel Morin,FA,LW,1,0,0,0,0,0,2,0,0,0,0,0,7,0
Charles Hudon,COL,LW,3,0,2,2,1,2,3,0,0,0,0,0,11,0
Seth Griffith,EDM,RW,24,0,5,5,6,8,21,0,0,1,0,0,30,5
Christoph Bertschy,FA,C,5,0,1,1,0,4,5,0,0,0,0,0,7,3
Jake Dotchin,FA,D,35,0,11,11,10,35,50,0,0,0,0,0,85,19
Petteri Lindbohm,FLA,D,7,0,0,0,-4,4,10,0,0,0,0,0,10,5
Paul LaDue,NYI,D,22,0,8,8,-5,4,27,0,0,4,0,0,17,13
Brady Austin,FA,D,5,0,0,0,0,4,8,0,0,0,0,0,6,0
Jaycob Megna,SJ,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Riley Barber,DAL,RW,3,0,0,0,0,0,2,0,0,0,0,0,1,0
Evan McEneny,FA,D,1,0,0,0,-1,0,1,0,0,0,0,0,0,0
Luke Witkowski,STL,D,34,0,4,4,-1,39,24,0,0,0,0,0,81,21
Buddy Robinson,CHI,RW,4,0,0,0,0,2,4,0,0,0,0,0,9,0
Brett Kulak,EDM,D,21,0,3,3,-3,12,19,0,0,0,0,0,14,13
Oskar Sundqvist,DET,C,10,0,0,0,-4,2,9,0,0,0,0,0,13,2
Matt Grzelcyk,BOS,D,2,0,0,0,0,2,4,0,0,0,0,0,0,1
Ben Thomson,FA,LW,3,0,0,0,-4,4,7,0,0,0,0,0,7,1
Chandler Stephenson,VGK,C,4,0,0,0,0,0,3,0,0,0,0,0,0,0
Tanner Richard,FA,C,3,0,0,0,-2,2,1,0,0,0,0,0,6,2
Nicolas Kerdiles,FA,LW,1,0,0,0,1,0,0,0,0,0,0,0,0,2
Jordan Schmaltz,FA,D,9,0,2,2,0,4,5,0,0,1,0,0,4,10
Brendan Gaunce,CLS,C,57,0,5,5,-2,33,51,0,0,0,0,0,94,12
Scott Laughton,PHI,C,2,0,0,0,0,0,4,0,0,0,0,0,3,0
Mark Jankowski,NSH,C,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Martin Frk,STL,RW,2,0,0,0,-3,0,1,0,0,0,0,0,3,1
Boo Nieves,FA,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1
Drew Shore,FA,C,14,0,2,2,-3,4,11,0,0,0,0,0,22,3
Matt Tennyson,FA,D,45,0,6,6,-13,6,36,0,0,0,0,0,65,48
Spencer Abbott,FA,LW,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Paul Carey,FA,RW,6,0,0,0,-2,0,8,0,0,0,0,0,5,1
Bobby Farnham,FA,LW,3,0,0,0,0,17,4,0,0,0,0,0,8,2
Karl Stollery,FA,D,11,0,3,3,-5,13,11,0,0,3,0,0,26,16
Marek Hrivik,FA,LW,16,0,2,2,-3,2,15,0,0,1,0,0,19,5
Slater Koekkoek,EDM,D,29,0,4,4,-4,8,27,0,0,0,0,0,25,27
Derrick Pouliot,FA,D,11,0,0,0,-4,4,11,0,0,0,0,0,14,8
Kurtis Gabriel,FA,RW,13,0,1,1,0,29,3,0,0,0,0,0,26,1
Peter Cehlarik,BOS,LW,11,0,2,2,0,0,8,0,0,1,0,0,7,4
Robert Hagg,DET,D,1,0,0,0,0,0,5,0,0,0,0,0,4,3
Tyler Bertuzzi,DET,LW,7,0,0,0,-1,0,3,0,0,0,0,0,12,0
Joel Vermin,FA,RW,18,0,3,3,2,4,12,0,0,0,0,0,17,7
MacKenzie Weegar,CGY,D,3,0,0,0,0,4,3,0,0,0,0,0,4,1
Jonny Brodzinski,NYR,RW,6,0,2,2,2,2,17,0,0,0,0,0,10,4
Sean Malone,BUF,C,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Nick Paul,TB,LW,1,0,0,0,-2,0,4,0,0,0,0,0,3,0
Ben Harpur,NYR,D,6,0,0,0,-1,0,3,0,0,0,0,0,5,3
Hudson Fasching,NYI,RW,10,0,1,1,-1,2,6,0,0,0,0,0,17,2
Barclay Goodrow,NYR,LW,3,0,1,1,0,0,3,0,0,0,0,0,3,1
Tyler Gaudet,FA,C,4,0,1,1,0,0,3,0,0,0,0,0,3,1
Zack Mitchell,FA,RW,11,0,0,0,-1,0,10,0,0,0,0,0,14,3
Mike Zalewski,FA,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,1
Jordan Oesterle,DET,D,2,0,0,0,-1,0,2,0,0,0,0,0,2,3
Sergey Tolchinsky,FA,LW,2,0,1,1,0,0,2,0,0,0,0,0,0,0
Jean-Sebastien Dea,ARI,C,1,0,0,0,0,2,1,0,0,0,0,0,3,0
Sonny Milano,WAS,LW,4,0,0,0,-3,0,2,0,0,0,0,0,3,2
Alex Tuch,BUF,RW,6,0,0,0,-3,0,8,0,0,0,0,0,5,7
Andreas Englund,COL,D,5,0,0,0,-3,2,3,0,0,0,0,0,18,0
Vladislav Kamenev,COL,C,2,0,0,0,-1,2,1,0,0,0,0,0,1,1
Borna Rendulic,FA,RW,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Connor Jones,FA,LW,4,0,0,0,1,2,2,0,0,0,0,0,13,3
Joel Hanley,DAL,D,7,0,0,0,-3,4,5,0,0,0,0,0,8,4
Patrick Brown,PHI,C,14,0,0,0,-6,0,12,0,0,0,0,0,30,5
Jake Virtanen,FA,LW,10,0,1,1,1,2,13,0,0,0,0,0,17,4
Matt Lorito,FA,LW,2,0,1,1,0,0,6,0,0,0,0,0,0,0
Jakub Nakladal,FA,D,3,0,0,0,-4,0,3,0,0,0,0,0,2,4
Dylan Strome,WAS,C,7,0,1,1,-5,0,6,0,0,0,0,0,3,2
Anton Lindholm,FA,D,12,0,0,0,-8,2,7,0,0,0,0,0,38,12
Casey Bailey,WAS,RW,7,0,0,0,-1,0,10,0,0,0,0,0,4,4
Liam O'Brien,ARI,C,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Frederick Gaudreau,MIN,C,9,0,1,1,1,0,8,0,0,0,0,0,1,5
Brett Lernout,FA,D,2,0,0,0,-1,0,3,0,0,0,0,0,8,3
Lucas Wallmark,FA,C,8,0,2,2,1,2,11,0,0,0,0,0,14,3
Nelson Nogier,FA,D,10,0,0,0,-1,5,8,0,0,0,0,0,12,5
Danton Heinen,PIT,C,8,0,0,0,-3,2,7,0,0,0,0,0,6,2
Ryan Johnston,TOR,D,7,0,0,0,-3,4,3,0,0,0,0,0,1,2
Alexandre Carrier,NSH,D,2,0,0,0,1,0,1,0,0,0,0,0,0,1
Dominik Simon,FA,C,2,0,1,1,-1,0,2,0,0,0,0,0,2,0
A.J. Greer,BOS,LW,5,0,1,1,-2,4,8,0,0,0,0,0,4,3
Jakob Forsbacka-Karlsson,BOS,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Brendan Guhle,FA,D,3,0,0,0,1,0,4,0,0,0,0,0,3,8
Rasmus Andersson,CGY,D,1,0,0,0,-1,0,0,0,0,0,0,0,4,2
Blake Speers,FA,RW,3,0,0,0,0,0,3,0,0,0,0,0,1,1
Andrew Poturalski,SEA,C,2,0,0,0,-3,0,1,0,0,0,0,0,1,1
Kalle Kossila,FA,C,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Casey Nelson,FA,D,11,0,0,0,-3,4,10,0,0,0,0,0,15,5
Thomas Chabot,OTT,D,1,0,0,0,-2,0,1,0,0,0,0,0,1,0
Evgeny Svechnikov,SJ,LW,2,0,0,0,0,0,4,0,0,0,0,0,2,1
Denis Gurianov,DAL,RW,1,0,0,0,-1,0,0,0,0,0,0,0,1,3
Mathew Barzal,NYI,C,2,0,0,0,-2,6,0,0,0,0,0,0,1,0
Colin White,FLA,C,2,0,0,0,0,0,1,0,0,0,0,0,0,1
Gabriel Carlsson,WAS,D,2,0,1,1,-2,0,3,0,0,0,0,0,5,2
Jack Roslovic,CLS,RW,1,0,0,0,-1,0,1,0,0,0,0,0,0,1
Jacob Larsson,OTT,D,4,0,0,0,-1,2,2,0,0,0,0,0,1,1
Bracken Kearns,FA,C,2,0,0,0,-1,2,3,0,0,0,0,0,5,2
Chris Butler,FA,D,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Kevin Porter,FA,C,2,0,0,0,-1,0,0,0,0,0,0,0,5,1
Chris DiDomenico,FA,C,3,0,0,0,0,6,5,0,0,0,0,0,2,2
Jamie McBain,FA,D,3,0,0,0,-1,0,3,0,0,0,0,0,0,4
Brian Lashoff,DET,D,5,0,0,0,-3,0,1,0,0,0,0,0,8,4
Justin Falk,FA,D,52,0,8,8,-3,29,33,0,0,0,0,0,101,40
Teddy Purcell,FA,RW,12,0,2,2,0,0,10,0,0,0,0,0,7,2
Adam Pardy,FA,D,4,0,0,0,-1,6,4,0,0,0,0,0,3,3
Cal O'Reilly,FA,C,11,0,1,1,-6,0,3,0,0,0,0,0,2,3
Mason Raymond,FA,LW,4,0,0,0,-2,0,3,0,0,0,0,0,3,0
Tom Sestito,FA,LW,13,0,2,2,0,48,3,0,0,0,0,0,19,2
Trevor Smith,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Jared Boll,FA,RW,51,0,3,3,-3,87,13,0,0,0,0,0,68,14
Michael Blunden,FA,RW,2,0,0,0,0,4,1,0,0,0,0,0,6,0
Cody Bass,FA,C,9,0,0,0,-1,19,1,0,0,0,0,0,14,4
Nick Schultz,FA,D,28,0,4,4,1,10,25,0,0,0,0,0,45,61
Brooks Orpik,FA,D,79,0,14,14,32,48,93,0,0,0,0,0,181,132
Zbynek Michalek,FA,D,3,0,0,0,1,0,3,0,0,0,0,0,7,5
Jakub Kindl,FA,D,39,0,4,4,-11,28,41,0,0,0,0,0,49,37
Nicklas Grossmann,FA,D,3,0,0,0,-4,2,3,0,0,0,0,0,7,1
Marc Methot,FA,D,68,0,12,12,13,24,69,0,0,0,0,0,164,77
Clarke MacArthur,FA,LW,4,0,0,0,-1,0,5,0,0,0,0,0,4,1
John-Michael Liles,FA,D,36,0,5,5,1,4,36,0,0,3,0,0,25,41
Matt Carle,FA,D,6,0,1,1,-1,0,2,0,0,0,0,0,3,5
Gabriel Bourque,FA,LW,6,0,0,0,0,0,4,0,0,0,0,0,17,6
Mitch Callahan,FA,RW,4,0,0,0,0,0,2,0,0,0,0,0,3,2
Eric Gelinas,FA,D,27,0,1,1,-4,12,29,0,0,0,0,0,32,16
Alex Biega,FA,D,36,0,3,3,-4,18,37,0,0,0,0,0,97,24
Kevin Connauton,PHI,D,24,0,1,1,-1,24,21,0,0,0,0,0,48,22
Andrew Desjardins,FA,C,46,0,1,1,-6,22,46,0,0,0,0,0,73,17
Luke Gazdic,FA,LW,11,0,0,0,-2,12,3,0,0,0,0,0,16,6
Carl Gunnarsson,FA,D,56,0,6,6,-5,4,32,0,0,0,0,0,42,68
Steven Oleksy,FA,D,11,0,1,1,2,24,11,0,0,0,0,0,20,19
Simon Despres,FA,D,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Erik Condra,FA,RW,13,0,0,0,-4,4,8,0,0,0,0,0,5,7
Brian Strait,FA,D,5,0,2,2,-1,0,3,0,0,0,0,0,5,8
Petter Granberg,FA,D,10,0,0,0,0,10,4,0,0,0,0,0,17,9
Julian Melchiori,FA,D,18,0,2,2,0,8,15,0,0,0,0,0,30,31
Patrik Nemeth,ARI,D,40,0,3,3,-4,14,46,0,0,0,0,0,45,47
Quinton Howden,FA,LW,5,0,0,0,1,0,5,0,0,0,0,0,4,0
Corey Tropp,ANH,RW,1,0,0,0,-1,0,0,0,0,0,0,0,2,0
Emerson Etem,FA,RW,3,0,0,0,1,2,0,0,0,0,0,0,4,0
Cody Goloubef,FA,D,33,0,5,5,-11,25,35,0,0,0,0,0,30,33
Garrett Mitchell,FA,RW,1,0,0,0,0,0,0,0,0,0,0,0,2,0
David Warsofsky,FA,D,7,0,1,1,-3,6,14,0,0,0,0,0,3,12
Erik Burgdoerfer,WAS,D,2,0,0,0,-1,0,2,0,0,0,0,0,5,0
Anton Rodin,FA,RW,3,0,1,1,1,0,2,0,0,0,0,0,0,1
Byron Froese,VGK,C,6,0,0,0,-3,5,6,0,0,0,0,0,3,4
Nicolas Deslauriers,PHI,LW,42,0,2,2,-6,38,26,0,0,0,0,0,109,5
Michael Liambas,FA,LW,1,0,0,0,-1,0,0,0,0,0,0,0,1,0
Linden Vey,FA,C,4,0,0,0,-2,0,1,0,0,0,0,0,1,0
Mark McNeill,FA,C,1,0,0,0,-1,0,1,0,0,0,0,0,0,1
Duncan Siemens,FA,D,3,0,0,0,-2,2,2,0,0,0,0,0,10,1
Ryan Murphy,FA,D,27,0,2,2,-11,8,17,0,0,0,0,0,2,31
Dalton Prout,FA,D,29,0,6,6,-1,44,13,0,0,0,0,0,44,24
Tim Heed,FA,D,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Brandon Davidson,FA,D,38,0,3,3,-2,20,42,0,0,0,0,0,42,61
Anthony Bitetto,FLA,D,29,0,7,7,-1,25,17,0,0,0,0,0,43,24
Taylor Beck,FA,LW,5,0,0,0,-3,4,5,0,0,0,0,0,5,0
Mark Fayne,FA,D,4,0,2,2,1,0,4,0,0,0,0,0,1,2
Aaron Ness,FA,D,2,0,0,0,-1,0,0,0,0,0,0,0,2,2
Derek Grant,ANH,C,46,0,4,4,-5,24,40,0,0,0,0,0,27,29
Taylor Fedun,PIT,D,27,0,7,7,3,16,24,0,0,3,0,0,7,20
Paul Thompson,FA,LW,21,0,3,3,-4,22,19,0,0,0,0,0,48,16
Zach Redmond,FA,D,16,0,5,5,6,2,12,0,0,0,0,0,25,13
Pat Cannone,FA,C,3,0,0,0,0,0,2,0,0,0,0,0,2,1
Justin Dowling,VAN,C,9,0,2,2,0,2,11,0,0,1,0,0,1,0
Ben Street,FA,C,6,0,1,1,1,0,8,0,0,0,0,0,3,0
Tyler Wotherspoon,NJ,D,4,0,0,0,-2,0,4,0,0,0,0,0,3,2
Miikka Salomaki,FA,RW,5,0,0,0,-1,2,3,0,0,0,0,0,14,9
T.J. Tynan,LA,C,3,0,0,0,-1,0,3,0,0,0,0,0,1,1
Alexandre Grenier,FA,RW,3,0,0,0,-1,0,1,0,0,0,0,0,3,0
Ty Rattie,FA,RW,9,0,2,2,-2,0,10,0,0,0,0,0,10,4
Rocco Grimaldi,FA,C,4,0,1,1,-3,2,11,0,0,0,0,0,1,4
Joe Morrow,FA,D,17,0,1,1,-4,8,19,0,0,0,0,0,29,19
Nicklas Jensen,FA,RW,7,0,0,0,-2,0,8,0,0,0,0,0,7,2
Philip Varone,FA,C,7,0,0,0,-3,2,1,0,0,0,0,0,3,1
Cole Schneider,FA,LW,4,0,1,1,2,0,6,0,0,0,0,0,3,2
Max McCormick,SEA,LW,7,0,0,0,-3,0,7,0,0,0,0,0,13,1
Joseph LaBate,FA,C,13,0,0,0,-2,21,5,0,0,0,0,0,23,2
Dillon Simpson,FA,D,3,0,0,0,0,2,2,0,0,0,0,0,3,2
Robbie Russo,NJ,D,19,0,0,0,2,2,18,0,0,0,0,0,24,13
Andy Andreoff,NYI,C,36,0,2,2,-2,70,38,0,0,0,0,0,70,7
Blake Pietila,FA,LW,10,0,1,1,-5,4,9,0,0,0,0,0,16,5
Sean Kuraly,CLS,C,8,0,1,1,-1,2,11,0,0,0,0,0,9,1
Frank Corrado,FA,D,4,0,0,0,-1,8,3,0,0,0,0,0,4,2
Rob O'Gara,STL,D,3,0,0,0,1,0,2,0,0,0,0,0,3,7
